Continente,País,UF,Ano,Mês,Chegadas
0,África,África do Sul,Acre,2017,1,0
1,África,África do Sul,Acre,2017,2,1
2,África,África do Sul,Acre,2017,3,0
3,África,África do Sul,Acre,2017,4,0
4,África,África do Sul,Acre,2017,5,1
5,África,África do Sul,Acre,2017,6,1
6,África,África do Sul,Acre,2017,7,1
7,África,África do Sul,Acre,2017,8,1
8,África,África do Sul,Acre,2017,9,0
9,África,África do Sul,Acre,2017,10,0
10,África,África do Sul,Acre,2017,11,0
11,África,África do Sul,Acre,2017,12,0
12,África,África do Sul,Amapá,2017,1,1
13,África,África do Sul,Amapá,2017,2,1
14,África,África do Sul,Amapá,2017,3,0
15,África,África do Sul,Amapá,2017,4,0
16,África,África do Sul,Amapá,2017,5,0
17,África,África do Sul,Amapá,2017,6,2
18,África,África do Sul,Amapá,2017,7,0
19,África,África do Sul,Amapá,2017,8,0
20,África,África do Sul,Amapá,2017,9,0
21,África,África do Sul,Amapá,2017,10,0
22,África,África do Sul,Amapá,2017,11,0
23,África,África do Sul,Amapá,2017,12,0
24,África,África do Sul,Amazonas,2017,1,3
25,África,África do Sul,Amazonas,2017,2,1
26,África,África do Sul,Amazonas,2017,3,3
27,África,África do Sul,Amazonas,2017,4,2
28,África,África do Sul,Amazonas,2017,5,3
29,África,África do Sul,Amazonas,2017,6,0
30,África,África do Sul,Amazonas,2017,7,1
31,África,África do Sul,Amazonas,2017,8,5
32,África,África do Sul,Amazonas,2017,9,3
33,África,África do Sul,Amazonas,2017,10,5
34,África,África do Sul,Amazonas,2017,11,0
35,África,África do Sul,Amazonas,2017,12,0
36,África,África do Sul,Bahia,2017,1,1
37,África,África do Sul,Bahia,2017,2,0
38,África,África do Sul,Bahia,2017,3,0
39,África,África do Sul,Bahia,2017,4,3
40,África,África do Sul,Bahia,2017,5,1
41,África,África do Sul,Bahia,2017,6,0
42,África,África do Sul,Bahia,2017,7,0
43,África,África do Sul,Bahia,2017,8,0
44,África,África do Sul,Bahia,2017,9,1
45,África,África do Sul,Bahia,2017,10,0
46,África,África do Sul,Bahia,2017,11,4
47,África,África do Sul,Bahia,2017,12,0
48,África,África do Sul,Ceará,2017,1,0
49,África,África do Sul,Ceará,2017,2,0
50,África,África do Sul,Ceará,2017,3,0
51,África,África do Sul,Ceará,2017,4,2
52,África,África do Sul,Ceará,2017,5,5
53,África,África do Sul,Ceará,2017,6,2
54,África,África do Sul,Ceará,2017,7,1
55,África,África do Sul,Ceará,2017,8,1
56,África,África do Sul,Ceará,2017,9,1
57,África,África do Sul,Ceará,2017,10,3
58,África,África do Sul,Ceará,2017,11,0
59,África,África do Sul,Ceará,2017,12,0
60,África,África do Sul,Distrito Federal,2017,1,3
61,África,África do Sul,Distrito Federal,2017,2,0
62,África,África do Sul,Distrito Federal,2017,3,3
63,África,África do Sul,Distrito Federal,2017,4,0
64,África,África do Sul,Distrito Federal,2017,5,2
65,África,África do Sul,Distrito Federal,2017,6,2
66,África,África do Sul,Distrito Federal,2017,7,2
67,África,África do Sul,Distrito Federal,2017,8,2
68,África,África do Sul,Distrito Federal,2017,9,2
69,África,África do Sul,Distrito Federal,2017,10,2
70,África,África do Sul,Distrito Federal,2017,11,2
71,África,África do Sul,Distrito Federal,2017,12,2
72,África,África do Sul,Mato Grosso do Sul,2017,1,2
73,África,África do Sul,Mato Grosso do Sul,2017,2,0
74,África,África do Sul,Mato Grosso do Sul,2017,3,1
75,África,África do Sul,Mato Grosso do Sul,2017,4,0
76,África,África do Sul,Mato Grosso do Sul,2017,5,1
77,África,África do Sul,Mato Grosso do Sul,2017,6,1
78,África,África do Sul,Mato Grosso do Sul,2017,7,0
79,África,África do Sul,Mato Grosso do Sul,2017,8,1
80,África,África do Sul,Mato Grosso do Sul,2017,9,1
81,África,África do Sul,Mato Grosso do Sul,2017,10,1
82,África,África do Sul,Mato Grosso do Sul,2017,11,0
83,África,África do Sul,Mato Grosso do Sul,2017,12,0
84,África,África do Sul,Minas Gerais,2017,1,1
85,África,África do Sul,Minas Gerais,2017,2,0
86,África,África do Sul,Minas Gerais,2017,3,2
87,África,África do Sul,Minas Gerais,2017,4,0
88,África,África do Sul,Minas Gerais,2017,5,1
89,África,África do Sul,Minas Gerais,2017,6,1
90,África,África do Sul,Minas Gerais,2017,7,5
91,África,África do Sul,Minas Gerais,2017,8,3
92,África,África do Sul,Minas Gerais,2017,9,3
93,África,África do Sul,Minas Gerais,2017,10,3
94,África,África do Sul,Minas Gerais,2017,11,4
95,África,África do Sul,Minas Gerais,2017,12,6
96,África,África do Sul,Pará,2017,1,2
97,África,África do Sul,Pará,2017,2,4
98,África,África do Sul,Pará,2017,3,2
99,África,África do Sul,Pará,2017,4,3
100,África,África do Sul,Pará,2017,5,0
101,África,África do Sul,Pará,2017,6,0
102,África,África do Sul,Pará,2017,7,4
103,África,África do Sul,Pará,2017,8,4
104,África,África do Sul,Pará,2017,9,4
105,África,África do Sul,Pará,2017,10,3
106,África,África do Sul,Pará,2017,11,2
107,África,África do Sul,Pará,2017,12,0
108,África,África do Sul,Paraná,2017,1,122
109,África,África do Sul,Paraná,2017,2,82
110,África,África do Sul,Paraná,2017,3,51
111,África,África do Sul,Paraná,2017,4,54
112,África,África do Sul,Paraná,2017,5,34
113,África,África do Sul,Paraná,2017,6,30
114,África,África do Sul,Paraná,2017,7,56
115,África,África do Sul,Paraná,2017,8,43
116,África,África do Sul,Paraná,2017,9,42
