Continente,País,UF,Ano,Mês,Chegadas
134,África,África do Sul,Rio de Janeiro,2014,3,113
135,África,África do Sul,Rio de Janeiro,2014,4,129
136,África,África do Sul,Rio de Janeiro,2014,5,170
137,África,África do Sul,Rio de Janeiro,2014,6,444
138,África,África do Sul,Rio de Janeiro,2014,7,421
139,África,África do Sul,Rio de Janeiro,2014,8,89
140,África,África do Sul,Rio de Janeiro,2014,9,155
141,África,África do Sul,Rio de Janeiro,2014,10,119
142,África,África do Sul,Rio de Janeiro,2014,11,134
143,África,África do Sul,Rio de Janeiro,2014,12,504
144,África,África do Sul,Rio Grande do Norte,2014,1,0
145,África,África do Sul,Rio Grande do Norte,2014,2,0
146,África,África do Sul,Rio Grande do Norte,2014,3,35
147,África,África do Sul,Rio Grande do Norte,2014,4,0
148,África,África do Sul,Rio Grande do Norte,2014,5,0
149,África,África do Sul,Rio Grande do Norte,2014,6,0
150,África,África do Sul,Rio Grande do Norte,2014,7,0
151,África,África do Sul,Rio Grande do Norte,2014,8,0
152,África,África do Sul,Rio Grande do Norte,2014,9,0
153,África,África do Sul,Rio Grande do Norte,2014,10,0
154,África,África do Sul,Rio Grande do Norte,2014,11,0
155,África,África do Sul,Rio Grande do Norte,2014,12,0
156,África,África do Sul,Rio Grande do Sul,2014,1,5
157,África,África do Sul,Rio Grande do Sul,2014,2,0
158,África,África do Sul,Rio Grande do Sul,2014,3,1
159,África,África do Sul,Rio Grande do Sul,2014,4,6
160,África,África do Sul,Rio Grande do Sul,2014,5,1
161,África,África do Sul,Rio Grande do Sul,2014,6,0
162,África,África do Sul,Rio Grande do Sul,2014,7,13
163,África,África do Sul,Rio Grande do Sul,2014,8,7
164,África,África do Sul,Rio Grande do Sul,2014,9,7
165,África,África do Sul,Rio Grande do Sul,2014,10,1
166,África,África do Sul,Rio Grande do Sul,2014,11,47
167,África,África do Sul,Rio Grande do Sul,2014,12,27
168,África,África do Sul,Roraima,2014,1,0
169,África,África do Sul,Roraima,2014,2,0
170,África,África do Sul,Roraima,2014,3,0
171,África,África do Sul,Roraima,2014,4,0
172,África,África do Sul,Roraima,2014,5,0
173,África,África do Sul,Roraima,2014,6,0
174,África,África do Sul,Roraima,2014,7,0
175,África,África do Sul,Roraima,2014,8,0
176,África,África do Sul,Roraima,2014,9,0
177,África,África do Sul,Roraima,2014,10,0
178,África,África do Sul,Roraima,2014,11,0
179,África,África do Sul,Roraima,2014,12,0
180,África,África do Sul,Santa Catarina,2014,1,0
181,África,África do Sul,Santa Catarina,2014,2,0
182,África,África do Sul,Santa Catarina,2014,3,0
183,África,África do Sul,Santa Catarina,2014,4,2
184,África,África do Sul,Santa Catarina,2014,5,0
185,África,África do Sul,Santa Catarina,2014,6,0
186,África,África do Sul,Santa Catarina,2014,7,0
187,África,África do Sul,Santa Catarina,2014,8,0
188,África,África do Sul,Santa Catarina,2014,9,0
189,África,África do Sul,Santa Catarina,2014,10,0
190,África,África do Sul,Santa Catarina,2014,11,0
191,África,África do Sul,Santa Catarina,2014,12,0
192,África,África do Sul,São Paulo,2014,1,823
193,África,África do Sul,São Paulo,2014,2,945
194,África,África do Sul,São Paulo,2014,3,971
195,África,África do Sul,São Paulo,2014,4,1465
196,África,África do Sul,São Paulo,2014,5,1362
197,África,África do Sul,São Paulo,2014,6,3377
198,África,África do Sul,São Paulo,2014,7,2688
199,África,África do Sul,São Paulo,2014,8,1657
200,África,África do Sul,São Paulo,2014,9,1411
201,África,África do Sul,São Paulo,2014,10,1599
202,África,África do Sul,São Paulo,2014,11,1771
203,África,África do Sul,São Paulo,2014,12,3746
204,África,África do Sul,Outras Unidades da Federação,2014,1,0
205,África,África do Sul,Outras Unidades da Federação,2014,2,0
206,África,África do Sul,Outras Unidades da Federação,2014,3,0
207,África,África do Sul,Outras Unidades da Federação,2014,4,0
208,África,África do Sul,Outras Unidades da Federação,2014,5,0
209,África,África do Sul,Outras Unidades da Federação,2014,6,1
210,África,África do Sul,Outras Unidades da Federação,2014,7,0
211,África,África do Sul,Outras Unidades da Federação,2014,8,0
212,África,África do Sul,Outras Unidades da Federação,2014,9,0
213,África,África do Sul,Outras Unidades da Federação,2014,10,0
214,África,África do Sul,Outras Unidades da Federação,2014,11,0
215,África,África do Sul,Outras Unidades da Federação,2014,12,0
216,África,Angola,Acre,2014,1,0
217,África,Angola,Acre,2014,2,0
218,África,Angola,Acre,2014,3,0
219,África,Angola,Acre,2014,4,0
220,África,Angola,Acre,2014,5,0
221,África,Angola,Acre,2014,6,0
222,África,Angola,Acre,2014,7,0
223,África,Angola,Acre,2014,8,0
224,África,Angola,Acre,2014,9,0
225,África,Angola,Acre,2014,10,0
226,África,Angola,Acre,2014,11,0
227,África,Angola,Acre,2014,12,0
228,África,Angola,Amapá,2014,1,0
229,África,Angola,Amapá,2014,2,0
230,África,Angola,Amapá,2014,3,0
231,África,Angola,Amapá,2014,4,0
232,África,Angola,Amapá,2014,5,0
233,África,Angola,Amapá,2014,6,0
234,África,Angola,Amapá,2014,7,0
235,África,Angola,Amapá,2014,8,0
236,África,Angola,Amapá,2014,9,0
237,África,Angola,Amapá,2014,10,0
238,África,Angola,Amapá,2014,11,0
239,África,Angola,Amapá,2014,12,0
240,África,Angola,Amazonas,2014,1,0
241,África,Angola,Amazonas,2014,2,0
242,África,Angola,Amazonas,2014,3,0
243,África,Angola,Amazonas,2014,4,0
244,África,Angola,Amazonas,2014,5,0
245,África,Angola,Amazonas,2014,6,0
246,África,Angola,Amazonas,2014,7,0
247,África,Angola,Amazonas,2014,8,0
248,África,Angola,Amazonas,2014,9,0
249,África,Angola,Amazonas,2014,10,0
250,África,Angola,Amazonas,2014,11,0
251,África,Angola,Amazonas,2014,12,0
252,África,Angola,Bahia,2014,1,4
253,África,Angola,Bahia,2014,2,7
254,África,Angola,Bahia,2014,3,1
255,África,Angola,Bahia,2014,4,0
256,África,Angola,Bahia,2014,5,14
257,África,Angola,Bahia,2014,6,7
258,África,Angola,Bahia,2014,7,4
259,África,Angola,Bahia,2014,8,4
260,África,Angola,Bahia,2014,9,7
261,África,Angola,Bahia,2014,10,2
262,África,Angola,Bahia,2014,11,0
263,África,Angola,Bahia,2014,12,6
264,África,Angola,Ceará,2014,1,0
265,África,Angola,Ceará,2014,2,1
266,África,Angola,Ceará,2014,3,2
267,África,Angola,Ceará,2014,4,1
268,África,Angola,Ceará,2014,5,4
269,África,Angola,Ceará,2014,6,5
270,África,Angola,Ceará,2014,7,0
271,África,Angola,Ceará,2014,8,16
272,África,Angola,Ceará,2014,9,1
273,África,Angola,Ceará,2014,10,0
274,África,Angola,Ceará,2014,11,2
275,África,Angola,Ceará,2014,12,2
276,África,Angola,Distrito Federal,2014,1,4
277,África,Angola,Distrito Federal,2014,2,0
278,África,Angola,Distrito Federal,2014,3,3
279,África,Angola,Distrito Federal,2014,4,4
280,África,Angola,Distrito Federal,2014,5,3
281,África,Angola,Distrito Federal,2014,6,4
282,África,Angola,Distrito Federal,2014,7,1
283,África,Angola,Distrito Federal,2014,8,3
284,África,Angola,Distrito Federal,2014,9,3
285,África,Angola,Distrito Federal,2014,10,3
286,África,Angola,Distrito Federal,2014,11,3
287,África,Angola,Distrito Federal,2014,12,0
288,África,Angola,Mato Grosso do Sul,2014,1,0
289,África,Angola,Mato Grosso do Sul,2014,2,0
290,África,Angola,Mato Grosso do Sul,2014,3,0
291,África,Angola,Mato Grosso do Sul,2014,4,0
292,África,Angola,Mato Grosso do Sul,2014,5,0
293,África,Angola,Mato Grosso do Sul,2014,6,0
294,África,Angola,Mato Grosso do Sul,2014,7,0
295,África,Angola,Mato Grosso do Sul,2014,8,0
296,África,Angola,Mato Grosso do Sul,2014,9,0
297,África,Angola,Mato Grosso do Sul,2014,10,0
298,África,Angola,Mato Grosso do Sul,2014,11,0
299,África,Angola,Mato Grosso do Sul,2014,12,0
300,África,Angola,Minas Gerais,2014,1,0
301,África,Angola,Minas Gerais,2014,2,0
302,África,Angola,Minas Gerais,2014,3,0
303,África,Angola,Minas Gerais,2014,4,0
304,África,Angola,Minas Gerais,2014,5,0
305,África,Angola,Minas Gerais,2014,6,1
306,África,Angola,Minas Gerais,2014,7,1
307,África,Angola,Minas Gerais,2014,8,0
308,África,Angola,Minas Gerais,2014,9,1
309,África,Angola,Minas Gerais,2014,10,0
310,África,Angola,Minas Gerais,2014,11,0
311,África,Angola,Minas Gerais,2014,12,1
312,África,Angola,Pará,2014,1,0
313,África,Angola,Pará,2014,2,0
314,África,Angola,Pará,2014,3,0
315,África,Angola,Pará,2014,4,0
316,África,Angola,Pará,2014,5,0
317,África,Angola,Pará,2014,6,0
318,África,Angola,Pará,2014,7,0
319,África,Angola,Pará,2014,8,0
320,África,Angola,Pará,2014,9,0
321,África,Angola,Pará,2014,10,0
322,África,Angola,Pará,2014,11,0
323,África,Angola,Pará,2014,12,0
324,África,Angola,Paraná,2014,1,257
325,África,Angola,Paraná,2014,2,196
326,África,Angola,Paraná,2014,3,8
327,África,Angola,Paraná,2014,4,0
328,África,Angola,Paraná,2014,5,20
329,África,Angola,Paraná,2014,6,4
330,África,Angola,Paraná,2014,7,427
331,África,Angola,Paraná,2014,8,40
332,África,Angola,Paraná,2014,9,0
333,África,Angola,Paraná,2014,10,9
334,África,Angola,Paraná,2014,11,6
335,África,Angola,Paraná,2014,12,4
336,África,Angola,Pernambuco,2014,1,0
337,África,Angola,Pernambuco,2014,2,0
338,África,Angola,Pernambuco,2014,3,2
339,África,Angola,Pernambuco,2014,4,0
340,África,Angola,Pernambuco,2014,5,3
341,África,Angola,Pernambuco,2014,6,0
342,África,Angola,Pernambuco,2014,7,0
343,África,Angola,Pernambuco,2014,8,2
344,África,Angola,Pernambuco,2014,9,13
345,África,Angola,Pernambuco,2014,10,0
346,África,Angola,Pernambuco,2014,11,82
347,África,Angola,Pernambuco,2014,12,3
348,África,Angola,Rio de Janeiro,2014,1,2378
349,África,Angola,Rio de Janeiro,2014,2,1536
350,África,Angola,Rio de Janeiro,2014,3,856
351,África,Angola,Rio de Janeiro,2014,4,1377
352,África,Angola,Rio de Janeiro,2014,5,1714
353,África,Angola,Rio de Janeiro,2014,6,1338
354,África,Angola,Rio de Janeiro,2014,7,1228
355,África,Angola,Rio de Janeiro,2014,8,1574
356,África,Angola,Rio de Janeiro,2014,9,1488
357,África,Angola,Rio de Janeiro,2014,10,1450
358,África,Angola,Rio de Janeiro,2014,11,1536
359,África,Angola,Rio de Janeiro,2014,12,2214
360,África,Angola,Rio Grande do Norte,2014,1,0
361,África,Angola,Rio Grande do Norte,2014,2,0
362,África,Angola,Rio Grande do Norte,2014,3,0
363,África,Angola,Rio Grande do Norte,2014,4,0
364,África,Angola,Rio Grande do Norte,2014,5,0
365,África,Angola,Rio Grande do Norte,2014,6,0
366,África,Angola,Rio Grande do Norte,2014,7,0
367,África,Angola,Rio Grande do Norte,2014,8,0
368,África,Angola,Rio Grande do Norte,2014,9,0
369,África,Angola,Rio Grande do Norte,2014,10,0
370,África,Angola,Rio Grande do Norte,2014,11,0
371,África,Angola,Rio Grande do Norte,2014,12,0
372,África,Angola,Rio Grande do Sul,2014,1,1
373,África,Angola,Rio Grande do Sul,2014,2,0
374,África,Angola,Rio Grande do Sul,2014,3,2
375,África,Angola,Rio Grande do Sul,2014,4,0
376,África,Angola,Rio Grande do Sul,2014,5,1
377,África,Angola,Rio Grande do Sul,2014,6,1
378,África,Angola,Rio Grande do Sul,2014,7,2
379,África,Angola,Rio Grande do Sul,2014,8,7
380,África,Angola,Rio Grande do Sul,2014,9,1
381,África,Angola,Rio Grande do Sul,2014,10,0
382,África,Angola,Rio Grande do Sul,2014,11,2
383,África,Angola,Rio Grande do Sul,2014,12,1
384,África,Angola,Roraima,2014,1,0
385,África,Angola,Roraima,2014,2,0
386,África,Angola,Roraima,2014,3,0
387,África,Angola,Roraima,2014,4,0
388,África,Angola,Roraima,2014,5,0
389,África,Angola,Roraima,2014,6,0
390,África,Angola,Roraima,2014,7,2
391,África,Angola,Roraima,2014,8,3
392,África,Angola,Roraima,2014,9,0
393,África,Angola,Roraima,2014,10,0
394,África,Angola,Roraima,2014,11,0
395,África,Angola,Roraima,2014,12,0
396,África,Angola,Santa Catarina,2014,1,0
397,África,Angola,Santa Catarina,2014,2,0
398,África,Angola,Santa Catarina,2014,3,0
399,África,Angola,Santa Catarina,2014,4,0
400,África,Angola,Santa Catarina,2014,5,0
401,África,Angola,Santa Catarina,2014,6,0
402,África,Angola,Santa Catarina,2014,7,0
403,África,Angola,Santa Catarina,2014,8,0
404,África,Angola,Santa Catarina,2014,9,0
405,África,Angola,Santa Catarina,2014,10,0
406,África,Angola,Santa Catarina,2014,11,0
407,África,Angola,Santa Catarina,2014,12,0
408,África,Angola,São Paulo,2014,1,3178
409,África,Angola,São Paulo,2014,2,1985
410,África,Angola,São Paulo,2014,3,1350
411,África,Angola,São Paulo,2014,4,1918
412,África,Angola,São Paulo,2014,5,2722
413,África,Angola,São Paulo,2014,6,2172
414,África,Angola,São Paulo,2014,7,2400
415,África,Angola,São Paulo,2014,8,2866
416,África,Angola,São Paulo,2014,9,2183
417,África,Angola,São Paulo,2014,10,2575
418,África,Angola,São Paulo,2014,11,2699
419,África,Angola,São Paulo,2014,12,2703
420,África,Angola,Outras Unidades da Federação,2014,1,0
421,África,Angola,Outras Unidades da Federação,2014,2,0
422,África,Angola,Outras Unidades da Federação,2014,3,0
423,África,Angola,Outras Unidades da Federação,2014,4,0
424,África,Angola,Outras Unidades da Federação,2014,5,0
425,África,Angola,Outras Unidades da Federação,2014,6,0
426,África,Angola,Outras Unidades da Federação,2014,7,0
427,África,Angola,Outras Unidades da Federação,2014,8,0
428,África,Angola,Outras Unidades da Federação,2014,9,0
429,África,Angola,Outras Unidades da Federação,2014,10,0
430,África,Angola,Outras Unidades da Federação,2014,11,0
431,África,Angola,Outras Unidades da Federação,2014,12,2
432,África,Cabo Verde,Acre,2014,1,0
433,África,Cabo Verde,Acre,2014,2,0
434,África,Cabo Verde,Acre,2014,3,1
435,África,Cabo Verde,Acre,2014,4,0
436,África,Cabo Verde,Acre,2014,5,0
437,África,Cabo Verde,Acre,2014,6,2
438,África,Cabo Verde,Acre,2014,7,0
439,África,Cabo Verde,Acre,2014,8,1
440,África,Cabo Verde,Acre,2014,9,2
441,África,Cabo Verde,Acre,2014,10,0
442,África,Cabo Verde,Acre,2014,11,0
443,África,Cabo Verde,Acre,2014,12,0
444,África,Cabo Verde,Amapá,2014,1,0
445,África,Cabo Verde,Amapá,2014,2,0
446,África,Cabo Verde,Amapá,2014,3,0
447,África,Cabo Verde,Amapá,2014,4,0
448,África,Cabo Verde,Amapá,2014,5,0
449,África,Cabo Verde,Amapá,2014,6,0
450,África,Cabo Verde,Amapá,2014,7,0
451,África,Cabo Verde,Amapá,2014,8,0
452,África,Cabo Verde,Amapá,2014,9,0
453,África,Cabo Verde,Amapá,2014,10,0
454,África,Cabo Verde,Amapá,2014,11,0
455,África,Cabo Verde,Amapá,2014,12,0
456,África,Cabo Verde,Amazonas,2014,1,0
457,África,Cabo Verde,Amazonas,2014,2,0
458,África,Cabo Verde,Amazonas,2014,3,0
459,África,Cabo Verde,Amazonas,2014,4,0
460,África,Cabo Verde,Amazonas,2014,5,0
461,África,Cabo Verde,Amazonas,2014,6,0
462,África,Cabo Verde,Amazonas,2014,7,1
463,África,Cabo Verde,Amazonas,2014,8,0
464,África,Cabo Verde,Amazonas,2014,9,0
465,África,Cabo Verde,Amazonas,2014,10,0
466,África,Cabo Verde,Amazonas,2014,11,0
467,África,Cabo Verde,Amazonas,2014,12,0
468,África,Cabo Verde,Bahia,2014,1,0
469,África,Cabo Verde,Bahia,2014,2,0
470,África,Cabo Verde,Bahia,2014,3,0
471,África,Cabo Verde,Bahia,2014,4,0
472,África,Cabo Verde,Bahia,2014,5,2
473,África,Cabo Verde,Bahia,2014,6,0
474,África,Cabo Verde,Bahia,2014,7,0
475,África,Cabo Verde,Bahia,2014,8,4
476,África,Cabo Verde,Bahia,2014,9,0
477,África,Cabo Verde,Bahia,2014,10,0
478,África,Cabo Verde,Bahia,2014,11,4
479,África,Cabo Verde,Bahia,2014,12,2
480,África,Cabo Verde,Ceará,2014,1,111
481,África,Cabo Verde,Ceará,2014,2,123
482,África,Cabo Verde,Ceará,2014,3,238
483,África,Cabo Verde,Ceará,2014,4,138
484,África,Cabo Verde,Ceará,2014,5,182
485,África,Cabo Verde,Ceará,2014,6,100
486,África,Cabo Verde,Ceará,2014,7,183
487,África,Cabo Verde,Ceará,2014,8,323
488,África,Cabo Verde,Ceará,2014,9,157
489,África,Cabo Verde,Ceará,2014,10,224
490,África,Cabo Verde,Ceará,2014,11,264
491,África,Cabo Verde,Ceará,2014,12,262
492,África,Cabo Verde,Distrito Federal,2014,1,1
493,África,Cabo Verde,Distrito Federal,2014,2,0
494,África,Cabo Verde,Distrito Federal,2014,3,3
495,África,Cabo Verde,Distrito Federal,2014,4,0
496,África,Cabo Verde,Distrito Federal,2014,5,3
497,África,Cabo Verde,Distrito Federal,2014,6,0
498,África,Cabo Verde,Distrito Federal,2014,7,0
499,África,Cabo Verde,Distrito Federal,2014,8,3
500,África,Cabo Verde,Distrito Federal,2014,9,3
501,África,Cabo Verde,Distrito Federal,2014,10,0
502,África,Cabo Verde,Distrito Federal,2014,11,1
503,África,Cabo Verde,Distrito Federal,2014,12,0
504,África,Cabo Verde,Mato Grosso do Sul,2014,1,0
505,África,Cabo Verde,Mato Grosso do Sul,2014,2,0
506,África,Cabo Verde,Mato Grosso do Sul,2014,3,0
507,África,Cabo Verde,Mato Grosso do Sul,2014,4,0
508,África,Cabo Verde,Mato Grosso do Sul,2014,5,0
509,África,Cabo Verde,Mato Grosso do Sul,2014,6,0
510,África,Cabo Verde,Mato Grosso do Sul,2014,7,0
511,África,Cabo Verde,Mato Grosso do Sul,2014,8,0
512,África,Cabo Verde,Mato Grosso do Sul,2014,9,0
513,África,Cabo Verde,Mato Grosso do Sul,2014,10,0
514,África,Cabo Verde,Mato Grosso do Sul,2014,11,0
515,África,Cabo Verde,Mato Grosso do Sul,2014,12,0
516,África,Cabo Verde,Minas Gerais,2014,1,0
517,África,Cabo Verde,Minas Gerais,2014,2,0
518,África,Cabo Verde,Minas Gerais,2014,3,0
519,África,Cabo Verde,Minas Gerais,2014,4,1
520,África,Cabo Verde,Minas Gerais,2014,5,0
521,África,Cabo Verde,Minas Gerais,2014,6,1
522,África,Cabo Verde,Minas Gerais,2014,7,0
523,África,Cabo Verde,Minas Gerais,2014,8,0
524,África,Cabo Verde,Minas Gerais,2014,9,0
525,África,Cabo Verde,Minas Gerais,2014,10,1
526,África,Cabo Verde,Minas Gerais,2014,11,0
527,África,Cabo Verde,Minas Gerais,2014,12,0
528,África,Cabo Verde,Pará,2014,1,0
529,África,Cabo Verde,Pará,2014,2,0
530,África,Cabo Verde,Pará,2014,3,0
531,África,Cabo Verde,Pará,2014,4,0
532,África,Cabo Verde,Pará,2014,5,0
533,África,Cabo Verde,Pará,2014,6,0
534,África,Cabo Verde,Pará,2014,7,0
535,África,Cabo Verde,Pará,2014,8,0
536,África,Cabo Verde,Pará,2014,9,0
537,África,Cabo Verde,Pará,2014,10,0
538,África,Cabo Verde,Pará,2014,11,0
539,África,Cabo Verde,Pará,2014,12,0
540,África,Cabo Verde,Paraná,2014,1,4
541,África,Cabo Verde,Paraná,2014,2,0
542,África,Cabo Verde,Paraná,2014,3,0
543,África,Cabo Verde,Paraná,2014,4,0
544,África,Cabo Verde,Paraná,2014,5,0
545,África,Cabo Verde,Paraná,2014,6,0
546,África,Cabo Verde,Paraná,2014,7,0
547,África,Cabo Verde,Paraná,2014,8,1
548,África,Cabo Verde,Paraná,2014,9,0
549,África,Cabo Verde,Paraná,2014,10,0
550,África,Cabo Verde,Paraná,2014,11,0
551,África,Cabo Verde,Paraná,2014,12,0
552,África,Cabo Verde,Pernambuco,2014,1,0
553,África,Cabo Verde,Pernambuco,2014,2,0
554,África,Cabo Verde,Pernambuco,2014,3,2
555,África,Cabo Verde,Pernambuco,2014,4,0
556,África,Cabo Verde,Pernambuco,2014,5,0
557,África,Cabo Verde,Pernambuco,2014,6,0
558,África,Cabo Verde,Pernambuco,2014,7,0
559,África,Cabo Verde,Pernambuco,2014,8,0
560,África,Cabo Verde,Pernambuco,2014,9,0
561,África,Cabo Verde,Pernambuco,2014,10,0
562,África,Cabo Verde,Pernambuco,2014,11,0
563,África,Cabo Verde,Pernambuco,2014,12,3
564,África,Cabo Verde,Rio de Janeiro,2014,1,3
565,África,Cabo Verde,Rio de Janeiro,2014,2,25
566,África,Cabo Verde,Rio de Janeiro,2014,3,8
567,África,Cabo Verde,Rio de Janeiro,2014,4,6
568,África,Cabo Verde,Rio de Janeiro,2014,5,18
569,África,Cabo Verde,Rio de Janeiro,2014,6,28
570,África,Cabo Verde,Rio de Janeiro,2014,7,18
571,África,Cabo Verde,Rio de Janeiro,2014,8,34
572,África,Cabo Verde,Rio de Janeiro,2014,9,9
573,África,Cabo Verde,Rio de Janeiro,2014,10,19
574,África,Cabo Verde,Rio de Janeiro,2014,11,22
575,África,Cabo Verde,Rio de Janeiro,2014,12,19
576,África,Cabo Verde,Rio Grande do Norte,2014,1,0
577,África,Cabo Verde,Rio Grande do Norte,2014,2,0
578,África,Cabo Verde,Rio Grande do Norte,2014,3,0
579,África,Cabo Verde,Rio Grande do Norte,2014,4,0
580,África,Cabo Verde,Rio Grande do Norte,2014,5,0
