"Continente";"País de Residência Permanente";"Unidade da Federação";"Mês";"Chegadas"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Abril";"0"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Maio";"0"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Junho";"0"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Julho";"0"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Agosto";"1"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Setembro";"0"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Outubro";"0"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Novembro";"0"
"América Central e Caribe";"Costa Rica";"Santa Catarina";"Dezembro";"0"
"América Central e Caribe";"Costa Rica";"São Paulo";"Janeiro";"294"
"América Central e Caribe";"Costa Rica";"São Paulo";"Fevereiro";"335"
"América Central e Caribe";"Costa Rica";"São Paulo";"Março";"239"
"América Central e Caribe";"Costa Rica";"São Paulo";"Abril";"478"
"América Central e Caribe";"Costa Rica";"São Paulo";"Maio";"489"
"América Central e Caribe";"Costa Rica";"São Paulo";"Junho";"2.733"
"América Central e Caribe";"Costa Rica";"São Paulo";"Julho";"497"
"América Central e Caribe";"Costa Rica";"São Paulo";"Agosto";"467"
"América Central e Caribe";"Costa Rica";"São Paulo";"Setembro";"534"
"América Central e Caribe";"Costa Rica";"São Paulo";"Outubro";"354"
"América Central e Caribe";"Costa Rica";"São Paulo";"Novembro";"460"
"América Central e Caribe";"Costa Rica";"São Paulo";"Dezembro";"490"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Janeiro";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Fevereiro";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Março";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Abril";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Maio";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Junho";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Julho";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Agosto";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Setembro";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Outubro";"0"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Novembro";"1"
"América Central e Caribe";"Costa Rica";"Outras Unidades da Federação";"Dezembro";"0"
"América Central e Caribe";"Cuba";"Acre";"Janeiro";"0"
"América Central e Caribe";"Cuba";"Acre";"Fevereiro";"5"
"América Central e Caribe";"Cuba";"Acre";"Março";"2"
"América Central e Caribe";"Cuba";"Acre";"Abril";"3"
"América Central e Caribe";"Cuba";"Acre";"Maio";"0"
"América Central e Caribe";"Cuba";"Acre";"Junho";"1"
"América Central e Caribe";"Cuba";"Acre";"Julho";"1"
"América Central e Caribe";"Cuba";"Acre";"Agosto";"0"
"América Central e Caribe";"Cuba";"Acre";"Setembro";"1"
"América Central e Caribe";"Cuba";"Acre";"Outubro";"1"
"América Central e Caribe";"Cuba";"Acre";"Novembro";"0"
"América Central e Caribe";"Cuba";"Acre";"Dezembro";"0"
"América Central e Caribe";"Cuba";"Amapá";"Janeiro";"0"
"América Central e Caribe";"Cuba";"Amapá";"Fevereiro";"1"
"América Central e Caribe";"Cuba";"Amapá";"Março";"0"
"América Central e Caribe";"Cuba";"Amapá";"Abril";"0"
"América Central e Caribe";"Cuba";"Amapá";"Maio";"0"
"América Central e Caribe";"Cuba";"Amapá";"Junho";"0"
"América Central e Caribe";"Cuba";"Amapá";"Julho";"0"
"América Central e Caribe";"Cuba";"Amapá";"Agosto";"0"
"América Central e Caribe";"Cuba";"Amapá";"Setembro";"0"
"América Central e Caribe";"Cuba";"Amapá";"Outubro";"0"
"América Central e Caribe";"Cuba";"Amapá";"Novembro";"0"
"América Central e Caribe";"Cuba";"Amapá";"Dezembro";"0"
"América Central e Caribe";"Cuba";"Amazonas";"Janeiro";"5"
"América Central e Caribe";"Cuba";"Amazonas";"Fevereiro";"11"
"América Central e Caribe";"Cuba";"Amazonas";"Março";"16"
"América Central e Caribe";"Cuba";"Amazonas";"Abril";"15"
"América Central e Caribe";"Cuba";"Amazonas";"Maio";"4"
"América Central e Caribe";"Cuba";"Amazonas";"Junho";"11"
"América Central e Caribe";"Cuba";"Amazonas";"Julho";"14"
"América Central e Caribe";"Cuba";"Amazonas";"Agosto";"16"
"América Central e Caribe";"Cuba";"Amazonas";"Setembro";"10"
"América Central e Caribe";"Cuba";"Amazonas";"Outubro";"11"
"América Central e Caribe";"Cuba";"Amazonas";"Novembro";"12"
"América Central e Caribe";"Cuba";"Amazonas";"Dezembro";"11"
"América Central e Caribe";"Cuba";"Bahia";"Janeiro";"0"
"América Central e Caribe";"Cuba";"Bahia";"Fevereiro";"0"
"América Central e Caribe";"Cuba";"Bahia";"Março";"4"
"América Central e Caribe";"Cuba";"Bahia";"Abril";"0"
"América Central e Caribe";"Cuba";"Bahia";"Maio";"0"
"América Central e Caribe";"Cuba";"Bahia";"Junho";"0"
"América Central e Caribe";"Cuba";"Bahia";"Julho";"0"
"América Central e Caribe";"Cuba";"Bahia";"Agosto";"0"
"América Central e Caribe";"Cuba";"Bahia";"Setembro";"0"
"América Central e Caribe";"Cuba";"Bahia";"Outubro";"0"
"América Central e Caribe";"Cuba";"Bahia";"Novembro";"0"
"América Central e Caribe";"Cuba";"Bahia";"Dezembro";"10"
"América Central e Caribe";"Cuba";"Ceará";"Janeiro";"2"
"América Central e Caribe";"Cuba";"Ceará";"Fevereiro";"0"
"América Central e Caribe";"Cuba";"Ceará";"Março";"0"
"América Central e Caribe";"Cuba";"Ceará";"Abril";"0"
"América Central e Caribe";"Cuba";"Ceará";"Maio";"16"
"América Central e Caribe";"Cuba";"Ceará";"Junho";"0"
"América Central e Caribe";"Cuba";"Ceará";"Julho";"0"
"América Central e Caribe";"Cuba";"Ceará";"Agosto";"3"
"América Central e Caribe";"Cuba";"Ceará";"Setembro";"0"
"América Central e Caribe";"Cuba";"Ceará";"Outubro";"3"
"América Central e Caribe";"Cuba";"Ceará";"Novembro";"0"
"América Central e Caribe";"Cuba";"Ceará";"Dezembro";"13"
"América Central e Caribe";"Cuba";"Distrito Federal";"Janeiro";"19"
"América Central e Caribe";"Cuba";"Distrito Federal";"Fevereiro";"50"
"América Central e Caribe";"Cuba";"Distrito Federal";"Março";"30"
"América Central e Caribe";"Cuba";"Distrito Federal";"Abril";"12"
"América Central e Caribe";"Cuba";"Distrito Federal";"Maio";"34"
"América Central e Caribe";"Cuba";"Distrito Federal";"Junho";"23"
"América Central e Caribe";"Cuba";"Distrito Federal";"Julho";"31"
"América Central e Caribe";"Cuba";"Distrito Federal";"Agosto";"54"
"América Central e Caribe";"Cuba";"Distrito Federal";"Setembro";"66"
"América Central e Caribe";"Cuba";"Distrito Federal";"Outubro";"10"
"América Central e Caribe";"Cuba";"Distrito Federal";"Novembro";"40"
"América Central e Caribe";"Cuba";"Distrito Federal";"Dezembro";"30"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Janeiro";"4"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Fevereiro";"1"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Março";"1"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Abril";"0"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Maio";"4"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Junho";"3"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Julho";"13"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Agosto";"0"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Setembro";"8"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Outubro";"3"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Novembro";"0"
"América Central e Caribe";"Cuba";"Mato Grosso do Sul";"Dezembro";"5"
"América Central e Caribe";"Cuba";"Minas Gerais";"Janeiro";"0"
"América Central e Caribe";"Cuba";"Minas Gerais";"Fevereiro";"9"
"América Central e Caribe";"Cuba";"Minas Gerais";"Março";"4"
"América Central e Caribe";"Cuba";"Minas Gerais";"Abril";"7"
"América Central e Caribe";"Cuba";"Minas Gerais";"Maio";"36"
"América Central e Caribe";"Cuba";"Minas Gerais";"Junho";"9"
"América Central e Caribe";"Cuba";"Minas Gerais";"Julho";"10"
"América Central e Caribe";"Cuba";"Minas Gerais";"Agosto";"13"
"América Central e Caribe";"Cuba";"Minas Gerais";"Setembro";"13"
"América Central e Caribe";"Cuba";"Minas Gerais";"Outubro";"22"
"América Central e Caribe";"Cuba";"Minas Gerais";"Novembro";"18"
"América Central e Caribe";"Cuba";"Minas Gerais";"Dezembro";"6"
"América Central e Caribe";"Cuba";"Pará";"Janeiro";"0"
"América Central e Caribe";"Cuba";"Pará";"Fevereiro";"0"
"América Central e Caribe";"Cuba";"Pará";"Março";"2"
"América Central e Caribe";"Cuba";"Pará";"Abril";"0"
"América Central e Caribe";"Cuba";"Pará";"Maio";"0"
"América Central e Caribe";"Cuba";"Pará";"Junho";"0"
"América Central e Caribe";"Cuba";"Pará";"Julho";"0"
"América Central e Caribe";"Cuba";"Pará";"Agosto";"0"
"América Central e Caribe";"Cuba";"Pará";"Setembro";"0"
"América Central e Caribe";"Cuba";"Pará";"Outubro";"0"
"América Central e Caribe";"Cuba";"Pará";"Novembro";"0"
"América Central e Caribe";"Cuba";"Pará";"Dezembro";"0"
"América Central e Caribe";"Cuba";"Paraná";"Janeiro";"16"
"América Central e Caribe";"Cuba";"Paraná";"Fevereiro";"14"
"América Central e Caribe";"Cuba";"Paraná";"Março";"5"
"América Central e Caribe";"Cuba";"Paraná";"Abril";"5"
"América Central e Caribe";"Cuba";"Paraná";"Maio";"2"
"América Central e Caribe";"Cuba";"Paraná";"Junho";"4"
"América Central e Caribe";"Cuba";"Paraná";"Julho";"2"
"América Central e Caribe";"Cuba";"Paraná";"Agosto";"11"
"América Central e Caribe";"Cuba";"Paraná";"Setembro";"12"
"América Central e Caribe";"Cuba";"Paraná";"Outubro";"7"
"América Central e Caribe";"Cuba";"Paraná";"Novembro";"12"
"América Central e Caribe";"Cuba";"Paraná";"Dezembro";"5"
"América Central e Caribe";"Cuba";"Pernambuco";"Janeiro";"9"
"América Central e Caribe";"Cuba";"Pernambuco";"Fevereiro";"9"
"América Central e Caribe";"Cuba";"Pernambuco";"Março";"11"
"América Central e Caribe";"Cuba";"Pernambuco";"Abril";"5"
"América Central e Caribe";"Cuba";"Pernambuco";"Maio";"12"
"América Central e Caribe";"Cuba";"Pernambuco";"Junho";"7"
"América Central e Caribe";"Cuba";"Pernambuco";"Julho";"27"
"América Central e Caribe";"Cuba";"Pernambuco";"Agosto";"29"
"América Central e Caribe";"Cuba";"Pernambuco";"Setembro";"3"
"América Central e Caribe";"Cuba";"Pernambuco";"Outubro";"9"
"América Central e Caribe";"Cuba";"Pernambuco";"Novembro";"12"
"América Central e Caribe";"Cuba";"Pernambuco";"Dezembro";"57"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Janeiro";"88"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Fevereiro";"59"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Março";"22"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Abril";"35"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Maio";"82"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Junho";"61"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Julho";"127"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Agosto";"100"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Setembro";"86"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Outubro";"53"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Novembro";"86"
"América Central e Caribe";"Cuba";"Rio de Janeiro";"Dezembro";"128"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Janeiro";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Fevereiro";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Março";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Abril";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Maio";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Junho";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Julho";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Agosto";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Setembro";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Outubro";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Novembro";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Norte";"Dezembro";"0"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Janeiro";"5"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Fevereiro";"11"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Março";"26"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Abril";"53"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Maio";"15"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Junho";"16"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Julho";"17"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Agosto";"34"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Setembro";"28"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Outubro";"15"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Novembro";"44"
"América Central e Caribe";"Cuba";"Rio Grande do Sul";"Dezembro";"47"
"América Central e Caribe";"Cuba";"Roraima";"Janeiro";"0"
"América Central e Caribe";"Cuba";"Roraima";"Fevereiro";"5"
"América Central e Caribe";"Cuba";"Roraima";"Março";"3"
"América Central e Caribe";"Cuba";"Roraima";"Abril";"2"
"América Central e Caribe";"Cuba";"Roraima";"Maio";"0"
"América Central e Caribe";"Cuba";"Roraima";"Junho";"3"
"América Central e Caribe";"Cuba";"Roraima";"Julho";"5"
"América Central e Caribe";"Cuba";"Roraima";"Agosto";"3"
"América Central e Caribe";"Cuba";"Roraima";"Setembro";"1"
"América Central e Caribe";"Cuba";"Roraima";"Outubro";"3"
"América Central e Caribe";"Cuba";"Roraima";"Novembro";"1"
"América Central e Caribe";"Cuba";"Roraima";"Dezembro";"6"
"América Central e Caribe";"Cuba";"Santa Catarina";"Janeiro";"3"
"América Central e Caribe";"Cuba";"Santa Catarina";"Fevereiro";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Março";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Abril";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Maio";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Junho";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Julho";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Agosto";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Setembro";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Outubro";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Novembro";"0"
"América Central e Caribe";"Cuba";"Santa Catarina";"Dezembro";"3"
"América Central e Caribe";"Cuba";"São Paulo";"Janeiro";"143"
"América Central e Caribe";"Cuba";"São Paulo";"Fevereiro";"157"
"América Central e Caribe";"Cuba";"São Paulo";"Março";"85"
"América Central e Caribe";"Cuba";"São Paulo";"Abril";"164"
"América Central e Caribe";"Cuba";"São Paulo";"Maio";"183"
"América Central e Caribe";"Cuba";"São Paulo";"Junho";"175"
"América Central e Caribe";"Cuba";"São Paulo";"Julho";"216"
"América Central e Caribe";"Cuba";"São Paulo";"Agosto";"285"
"América Central e Caribe";"Cuba";"São Paulo";"Setembro";"226"
"América Central e Caribe";"Cuba";"São Paulo";"Outubro";"170"
"América Central e Caribe";"Cuba";"São Paulo";"Novembro";"169"
"América Central e Caribe";"Cuba";"São Paulo";"Dezembro";"329"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Janeiro";"1"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Fevereiro";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Março";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Abril";"1"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Maio";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Junho";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Julho";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Agosto";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Setembro";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Outubro";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Novembro";"0"
"América Central e Caribe";"Cuba";"Outras Unidades da Federação";"Dezembro";"2"
"América Central e Caribe";"Guatemala";"Acre";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Acre";"Fevereiro";"1"
"América Central e Caribe";"Guatemala";"Acre";"Março";"0"
"América Central e Caribe";"Guatemala";"Acre";"Abril";"0"
"América Central e Caribe";"Guatemala";"Acre";"Maio";"0"
"América Central e Caribe";"Guatemala";"Acre";"Junho";"0"
"América Central e Caribe";"Guatemala";"Acre";"Julho";"0"
"América Central e Caribe";"Guatemala";"Acre";"Agosto";"0"
"América Central e Caribe";"Guatemala";"Acre";"Setembro";"0"
"América Central e Caribe";"Guatemala";"Acre";"Outubro";"0"
"América Central e Caribe";"Guatemala";"Acre";"Novembro";"0"
"América Central e Caribe";"Guatemala";"Acre";"Dezembro";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Março";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Abril";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Maio";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Junho";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Julho";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Agosto";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Setembro";"1"
"América Central e Caribe";"Guatemala";"Amapá";"Outubro";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Novembro";"0"
"América Central e Caribe";"Guatemala";"Amapá";"Dezembro";"0"
"América Central e Caribe";"Guatemala";"Amazonas";"Janeiro";"1"
"América Central e Caribe";"Guatemala";"Amazonas";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Amazonas";"Março";"1"
"América Central e Caribe";"Guatemala";"Amazonas";"Abril";"7"
"América Central e Caribe";"Guatemala";"Amazonas";"Maio";"0"
"América Central e Caribe";"Guatemala";"Amazonas";"Junho";"50"
"América Central e Caribe";"Guatemala";"Amazonas";"Julho";"4"
"América Central e Caribe";"Guatemala";"Amazonas";"Agosto";"7"
"América Central e Caribe";"Guatemala";"Amazonas";"Setembro";"5"
"América Central e Caribe";"Guatemala";"Amazonas";"Outubro";"6"
"América Central e Caribe";"Guatemala";"Amazonas";"Novembro";"6"
"América Central e Caribe";"Guatemala";"Amazonas";"Dezembro";"4"
"América Central e Caribe";"Guatemala";"Bahia";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Bahia";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Bahia";"Março";"0"
"América Central e Caribe";"Guatemala";"Bahia";"Abril";"0"
"América Central e Caribe";"Guatemala";"Bahia";"Maio";"2"
"América Central e Caribe";"Guatemala";"Bahia";"Junho";"0"
"América Central e Caribe";"Guatemala";"Bahia";"Julho";"2"
"América Central e Caribe";"Guatemala";"Bahia";"Agosto";"0"
"América Central e Caribe";"Guatemala";"Bahia";"Setembro";"1"
"América Central e Caribe";"Guatemala";"Bahia";"Outubro";"0"
"América Central e Caribe";"Guatemala";"Bahia";"Novembro";"2"
"América Central e Caribe";"Guatemala";"Bahia";"Dezembro";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Março";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Abril";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Maio";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Junho";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Julho";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Agosto";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Setembro";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Outubro";"0"
"América Central e Caribe";"Guatemala";"Ceará";"Novembro";"2"
"América Central e Caribe";"Guatemala";"Ceará";"Dezembro";"0"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Janeiro";"6"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Fevereiro";"10"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Março";"18"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Abril";"14"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Maio";"17"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Junho";"130"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Julho";"22"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Agosto";"14"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Setembro";"4"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Outubro";"16"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Novembro";"45"
"América Central e Caribe";"Guatemala";"Distrito Federal";"Dezembro";"57"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Março";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Abril";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Maio";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Junho";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Julho";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Agosto";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Setembro";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Outubro";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Novembro";"0"
"América Central e Caribe";"Guatemala";"Mato Grosso do Sul";"Dezembro";"0"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Fevereiro";"3"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Março";"19"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Abril";"1"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Maio";"3"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Junho";"62"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Julho";"15"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Agosto";"11"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Setembro";"3"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Outubro";"1"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Novembro";"5"
"América Central e Caribe";"Guatemala";"Minas Gerais";"Dezembro";"10"
"América Central e Caribe";"Guatemala";"Pará";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Pará";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Pará";"Março";"0"
"América Central e Caribe";"Guatemala";"Pará";"Abril";"0"
"América Central e Caribe";"Guatemala";"Pará";"Maio";"0"
"América Central e Caribe";"Guatemala";"Pará";"Junho";"0"
"América Central e Caribe";"Guatemala";"Pará";"Julho";"0"
"América Central e Caribe";"Guatemala";"Pará";"Agosto";"0"
"América Central e Caribe";"Guatemala";"Pará";"Setembro";"0"
"América Central e Caribe";"Guatemala";"Pará";"Outubro";"0"
"América Central e Caribe";"Guatemala";"Pará";"Novembro";"0"
"América Central e Caribe";"Guatemala";"Pará";"Dezembro";"0"
"América Central e Caribe";"Guatemala";"Paraná";"Janeiro";"6"
"América Central e Caribe";"Guatemala";"Paraná";"Fevereiro";"7"
"América Central e Caribe";"Guatemala";"Paraná";"Março";"7"
"América Central e Caribe";"Guatemala";"Paraná";"Abril";"21"
"América Central e Caribe";"Guatemala";"Paraná";"Maio";"84"
"América Central e Caribe";"Guatemala";"Paraná";"Junho";"52"
"América Central e Caribe";"Guatemala";"Paraná";"Julho";"76"
"América Central e Caribe";"Guatemala";"Paraná";"Agosto";"46"
"América Central e Caribe";"Guatemala";"Paraná";"Setembro";"23"
"América Central e Caribe";"Guatemala";"Paraná";"Outubro";"37"
"América Central e Caribe";"Guatemala";"Paraná";"Novembro";"47"
"América Central e Caribe";"Guatemala";"Paraná";"Dezembro";"121"
"América Central e Caribe";"Guatemala";"Pernambuco";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Pernambuco";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Pernambuco";"Março";"6"
"América Central e Caribe";"Guatemala";"Pernambuco";"Abril";"17"
"América Central e Caribe";"Guatemala";"Pernambuco";"Maio";"6"
"América Central e Caribe";"Guatemala";"Pernambuco";"Junho";"225"
"América Central e Caribe";"Guatemala";"Pernambuco";"Julho";"8"
"América Central e Caribe";"Guatemala";"Pernambuco";"Agosto";"2"
"América Central e Caribe";"Guatemala";"Pernambuco";"Setembro";"3"
"América Central e Caribe";"Guatemala";"Pernambuco";"Outubro";"2"
"América Central e Caribe";"Guatemala";"Pernambuco";"Novembro";"11"
"América Central e Caribe";"Guatemala";"Pernambuco";"Dezembro";"0"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Janeiro";"53"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Fevereiro";"45"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Março";"96"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Abril";"97"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Maio";"139"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Junho";"1.093"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Julho";"643"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Agosto";"118"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Setembro";"104"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Outubro";"129"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Novembro";"232"
"América Central e Caribe";"Guatemala";"Rio de Janeiro";"Dezembro";"343"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Janeiro";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Fevereiro";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Março";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Abril";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Maio";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Junho";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Julho";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Agosto";"0"
"América Central e Caribe";"Guatemala";"Rio Grande do Norte";"Setembro";"0"
