"Continente";"País de Residência Permanente";"Unidade da Federação";"Mês";"Chegadas"
"África";"África do Sul";"Acre";"Janeiro";"0"
"África";"África do Sul";"Acre";"Fevereiro";"0"
"África";"África do Sul";"Acre";"Março";"0"
"África";"África do Sul";"Acre";"Abril";"0"
"África";"África do Sul";"Acre";"Maio";"0"
"África";"África do Sul";"Acre";"Junho";"0"
"África";"África do Sul";"Acre";"Julho";"0"
"África";"África do Sul";"Acre";"Agosto";"0"
"África";"África do Sul";"Acre";"Setembro";"0"
"África";"África do Sul";"Acre";"Outubro";"0"
"África";"África do Sul";"Acre";"Novembro";"0"
"África";"África do Sul";"Acre";"Dezembro";"0"
"África";"África do Sul";"Amapá";"Janeiro";"0"
"África";"África do Sul";"Amapá";"Fevereiro";"0"
"África";"África do Sul";"Amapá";"Março";"0"
"África";"África do Sul";"Amapá";"Abril";"0"
"África";"África do Sul";"Amapá";"Maio";"5"
"África";"África do Sul";"Amapá";"Junho";"0"
"África";"África do Sul";"Amapá";"Julho";"0"
"África";"África do Sul";"Amapá";"Agosto";"0"
"África";"África do Sul";"Amapá";"Setembro";"0"
"África";"África do Sul";"Amapá";"Outubro";"2"
"África";"África do Sul";"Amapá";"Novembro";"1"
"África";"África do Sul";"Amapá";"Dezembro";"8"
"África";"África do Sul";"Amazonas";"Janeiro";"0"
"África";"África do Sul";"Amazonas";"Fevereiro";"0"
"África";"África do Sul";"Amazonas";"Março";"0"
"África";"África do Sul";"Amazonas";"Abril";"2"
"África";"África do Sul";"Amazonas";"Maio";"6"
"África";"África do Sul";"Amazonas";"Junho";"2"
"África";"África do Sul";"Amazonas";"Julho";"0"
"África";"África do Sul";"Amazonas";"Agosto";"0"
"África";"África do Sul";"Amazonas";"Setembro";"2"
"África";"África do Sul";"Amazonas";"Outubro";"4"
"África";"África do Sul";"Amazonas";"Novembro";"1"
"África";"África do Sul";"Amazonas";"Dezembro";"10"
"África";"África do Sul";"Bahia";"Janeiro";"0"
"África";"África do Sul";"Bahia";"Fevereiro";"2"
"África";"África do Sul";"Bahia";"Março";"0"
"África";"África do Sul";"Bahia";"Abril";"2"
"África";"África do Sul";"Bahia";"Maio";"0"
"África";"África do Sul";"Bahia";"Junho";"0"
"África";"África do Sul";"Bahia";"Julho";"0"
"África";"África do Sul";"Bahia";"Agosto";"0"
"África";"África do Sul";"Bahia";"Setembro";"4"
"África";"África do Sul";"Bahia";"Outubro";"1"
"África";"África do Sul";"Bahia";"Novembro";"7"
"África";"África do Sul";"Bahia";"Dezembro";"4"
"África";"África do Sul";"Ceará";"Janeiro";"0"
"África";"África do Sul";"Ceará";"Fevereiro";"0"
"África";"África do Sul";"Ceará";"Março";"1"
"África";"África do Sul";"Ceará";"Abril";"0"
"África";"África do Sul";"Ceará";"Maio";"0"
"África";"África do Sul";"Ceará";"Junho";"0"
"África";"África do Sul";"Ceará";"Julho";"42"
"África";"África do Sul";"Ceará";"Agosto";"1"
"África";"África do Sul";"Ceará";"Setembro";"0"
"África";"África do Sul";"Ceará";"Outubro";"0"
"África";"África do Sul";"Ceará";"Novembro";"10"
"África";"África do Sul";"Ceará";"Dezembro";"0"
"África";"África do Sul";"Distrito Federal";"Janeiro";"3"
"África";"África do Sul";"Distrito Federal";"Fevereiro";"3"
"África";"África do Sul";"Distrito Federal";"Março";"1"
"África";"África do Sul";"Distrito Federal";"Abril";"6"
"África";"África do Sul";"Distrito Federal";"Maio";"6"
"África";"África do Sul";"Distrito Federal";"Junho";"13"
"África";"África do Sul";"Distrito Federal";"Julho";"10"
"África";"África do Sul";"Distrito Federal";"Agosto";"6"
"África";"África do Sul";"Distrito Federal";"Setembro";"4"
"África";"África do Sul";"Distrito Federal";"Outubro";"8"
"África";"África do Sul";"Distrito Federal";"Novembro";"1"
"África";"África do Sul";"Distrito Federal";"Dezembro";"10"
"África";"África do Sul";"Mato Grosso do Sul";"Janeiro";"2"
"África";"África do Sul";"Mato Grosso do Sul";"Fevereiro";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Março";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Abril";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Maio";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Junho";"3"
"África";"África do Sul";"Mato Grosso do Sul";"Julho";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Agosto";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Setembro";"1"
"África";"África do Sul";"Mato Grosso do Sul";"Outubro";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Novembro";"0"
"África";"África do Sul";"Mato Grosso do Sul";"Dezembro";"0"
"África";"África do Sul";"Minas Gerais";"Janeiro";"0"
"África";"África do Sul";"Minas Gerais";"Fevereiro";"1"
"África";"África do Sul";"Minas Gerais";"Março";"1"
"África";"África do Sul";"Minas Gerais";"Abril";"6"
"África";"África do Sul";"Minas Gerais";"Maio";"3"
"África";"África do Sul";"Minas Gerais";"Junho";"6"
"África";"África do Sul";"Minas Gerais";"Julho";"4"
"África";"África do Sul";"Minas Gerais";"Agosto";"1"
"África";"África do Sul";"Minas Gerais";"Setembro";"4"
"África";"África do Sul";"Minas Gerais";"Outubro";"1"
"África";"África do Sul";"Minas Gerais";"Novembro";"0"
"África";"África do Sul";"Minas Gerais";"Dezembro";"0"
"África";"África do Sul";"Pará";"Janeiro";"0"
"África";"África do Sul";"Pará";"Fevereiro";"0"
"África";"África do Sul";"Pará";"Março";"0"
"África";"África do Sul";"Pará";"Abril";"0"
"África";"África do Sul";"Pará";"Maio";"0"
"África";"África do Sul";"Pará";"Junho";"0"
"África";"África do Sul";"Pará";"Julho";"0"
"África";"África do Sul";"Pará";"Agosto";"0"
"África";"África do Sul";"Pará";"Setembro";"0"
"África";"África do Sul";"Pará";"Outubro";"0"
"África";"África do Sul";"Pará";"Novembro";"0"
"África";"África do Sul";"Pará";"Dezembro";"0"
"África";"África do Sul";"Paraná";"Janeiro";"135"
"África";"África do Sul";"Paraná";"Fevereiro";"74"
"África";"África do Sul";"Paraná";"Março";"113"
"África";"África do Sul";"Paraná";"Abril";"182"
"África";"África do Sul";"Paraná";"Maio";"69"
"África";"África do Sul";"Paraná";"Junho";"55"
"África";"África do Sul";"Paraná";"Julho";"193"
"África";"África do Sul";"Paraná";"Agosto";"48"
"África";"África do Sul";"Paraná";"Setembro";"53"
"África";"África do Sul";"Paraná";"Outubro";"101"
"África";"África do Sul";"Paraná";"Novembro";"95"
"África";"África do Sul";"Paraná";"Dezembro";"372"
"África";"África do Sul";"Pernambuco";"Janeiro";"0"
"África";"África do Sul";"Pernambuco";"Fevereiro";"0"
"África";"África do Sul";"Pernambuco";"Março";"2"
"África";"África do Sul";"Pernambuco";"Abril";"0"
"África";"África do Sul";"Pernambuco";"Maio";"0"
"África";"África do Sul";"Pernambuco";"Junho";"0"
"África";"África do Sul";"Pernambuco";"Julho";"6"
"África";"África do Sul";"Pernambuco";"Agosto";"0"
"África";"África do Sul";"Pernambuco";"Setembro";"2"
"África";"África do Sul";"Pernambuco";"Outubro";"0"
"África";"África do Sul";"Pernambuco";"Novembro";"0"
"África";"África do Sul";"Pernambuco";"Dezembro";"2"
"África";"África do Sul";"Rio de Janeiro";"Janeiro";"174"
"África";"África do Sul";"Rio de Janeiro";"Fevereiro";"140"
"África";"África do Sul";"Rio de Janeiro";"Março";"113"
"África";"África do Sul";"Rio de Janeiro";"Abril";"129"
"África";"África do Sul";"Rio de Janeiro";"Maio";"170"
"África";"África do Sul";"Rio de Janeiro";"Junho";"444"
"África";"África do Sul";"Rio de Janeiro";"Julho";"421"
"África";"África do Sul";"Rio de Janeiro";"Agosto";"89"
"África";"África do Sul";"Rio de Janeiro";"Setembro";"155"
"África";"África do Sul";"Rio de Janeiro";"Outubro";"119"
"África";"África do Sul";"Rio de Janeiro";"Novembro";"134"
"África";"África do Sul";"Rio de Janeiro";"Dezembro";"504"
"África";"África do Sul";"Rio Grande do Norte";"Janeiro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Fevereiro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Março";"35"
"África";"África do Sul";"Rio Grande do Norte";"Abril";"0"
"África";"África do Sul";"Rio Grande do Norte";"Maio";"0"
"África";"África do Sul";"Rio Grande do Norte";"Junho";"0"
"África";"África do Sul";"Rio Grande do Norte";"Julho";"0"
"África";"África do Sul";"Rio Grande do Norte";"Agosto";"0"
"África";"África do Sul";"Rio Grande do Norte";"Setembro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Outubro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Novembro";"0"
"África";"África do Sul";"Rio Grande do Norte";"Dezembro";"0"
"África";"África do Sul";"Rio Grande do Sul";"Janeiro";"5"
"África";"África do Sul";"Rio Grande do Sul";"Fevereiro";"0"
"África";"África do Sul";"Rio Grande do Sul";"Março";"1"
"África";"África do Sul";"Rio Grande do Sul";"Abril";"6"
"África";"África do Sul";"Rio Grande do Sul";"Maio";"1"
"África";"África do Sul";"Rio Grande do Sul";"Junho";"0"
"África";"África do Sul";"Rio Grande do Sul";"Julho";"13"
"África";"África do Sul";"Rio Grande do Sul";"Agosto";"7"
"África";"África do Sul";"Rio Grande do Sul";"Setembro";"7"
"África";"África do Sul";"Rio Grande do Sul";"Outubro";"1"
"África";"África do Sul";"Rio Grande do Sul";"Novembro";"47"
"África";"África do Sul";"Rio Grande do Sul";"Dezembro";"27"
"África";"África do Sul";"Roraima";"Janeiro";"0"
"África";"África do Sul";"Roraima";"Fevereiro";"0"
"África";"África do Sul";"Roraima";"Março";"0"
"África";"África do Sul";"Roraima";"Abril";"0"
"África";"África do Sul";"Roraima";"Maio";"0"
"África";"África do Sul";"Roraima";"Junho";"0"
"África";"África do Sul";"Roraima";"Julho";"0"
"África";"África do Sul";"Roraima";"Agosto";"0"
"África";"África do Sul";"Roraima";"Setembro";"0"
"África";"África do Sul";"Roraima";"Outubro";"0"
"África";"África do Sul";"Roraima";"Novembro";"0"
"África";"África do Sul";"Roraima";"Dezembro";"0"
"África";"África do Sul";"Santa Catarina";"Janeiro";"0"
"África";"África do Sul";"Santa Catarina";"Fevereiro";"0"
"África";"África do Sul";"Santa Catarina";"Março";"0"
"África";"África do Sul";"Santa Catarina";"Abril";"2"
"África";"África do Sul";"Santa Catarina";"Maio";"0"
"África";"África do Sul";"Santa Catarina";"Junho";"0"
"África";"África do Sul";"Santa Catarina";"Julho";"0"
"África";"África do Sul";"Santa Catarina";"Agosto";"0"
"África";"África do Sul";"Santa Catarina";"Setembro";"0"
"África";"África do Sul";"Santa Catarina";"Outubro";"0"
"África";"África do Sul";"Santa Catarina";"Novembro";"0"
"África";"África do Sul";"Santa Catarina";"Dezembro";"0"
"África";"África do Sul";"São Paulo";"Janeiro";"823"
"África";"África do Sul";"São Paulo";"Fevereiro";"945"
"África";"África do Sul";"São Paulo";"Março";"971"
"África";"África do Sul";"São Paulo";"Abril";"1.465"
"África";"África do Sul";"São Paulo";"Maio";"1.362"
"África";"África do Sul";"São Paulo";"Junho";"3.377"
"África";"África do Sul";"São Paulo";"Julho";"2.688"
"África";"África do Sul";"São Paulo";"Agosto";"1.657"
"África";"África do Sul";"São Paulo";"Setembro";"1.411"
"África";"África do Sul";"São Paulo";"Outubro";"1.599"
"África";"África do Sul";"São Paulo";"Novembro";"1.771"
"África";"África do Sul";"São Paulo";"Dezembro";"3.746"
"África";"África do Sul";"Outras Unidades da Federação";"Janeiro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Fevereiro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Março";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Abril";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Maio";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Junho";"1"
"África";"África do Sul";"Outras Unidades da Federação";"Julho";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Agosto";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Setembro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Outubro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Novembro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"Dezembro";"0"
"África";"Angola";"Acre";"Janeiro";"0"
"África";"Angola";"Acre";"Fevereiro";"0"
"África";"Angola";"Acre";"Março";"0"
"África";"Angola";"Acre";"Abril";"0"
"África";"Angola";"Acre";"Maio";"0"
"África";"Angola";"Acre";"Junho";"0"
"África";"Angola";"Acre";"Julho";"0"
"África";"Angola";"Acre";"Agosto";"0"
"África";"Angola";"Acre";"Setembro";"0"
"África";"Angola";"Acre";"Outubro";"0"
"África";"Angola";"Acre";"Novembro";"0"
"África";"Angola";"Acre";"Dezembro";"0"
"África";"Angola";"Amapá";"Janeiro";"0"
"África";"Angola";"Amapá";"Fevereiro";"0"
"África";"Angola";"Amapá";"Março";"0"
"África";"Angola";"Amapá";"Abril";"0"
"África";"Angola";"Amapá";"Maio";"0"
"África";"Angola";"Amapá";"Junho";"0"
"África";"Angola";"Amapá";"Julho";"0"
"África";"Angola";"Amapá";"Agosto";"0"
"África";"Angola";"Amapá";"Setembro";"0"
"África";"Angola";"Amapá";"Outubro";"0"
"África";"Angola";"Amapá";"Novembro";"0"
"África";"Angola";"Amapá";"Dezembro";"0"
"África";"Angola";"Amazonas";"Janeiro";"0"
"África";"Angola";"Amazonas";"Fevereiro";"0"
"África";"Angola";"Amazonas";"Março";"0"
"África";"Angola";"Amazonas";"Abril";"0"
"África";"Angola";"Amazonas";"Maio";"0"
"África";"Angola";"Amazonas";"Junho";"0"
"África";"Angola";"Amazonas";"Julho";"0"
"África";"Angola";"Amazonas";"Agosto";"0"
"África";"Angola";"Amazonas";"Setembro";"0"
"África";"Angola";"Amazonas";"Outubro";"0"
"África";"Angola";"Amazonas";"Novembro";"0"
"África";"Angola";"Amazonas";"Dezembro";"0"
"África";"Angola";"Bahia";"Janeiro";"4"
"África";"Angola";"Bahia";"Fevereiro";"7"
"África";"Angola";"Bahia";"Março";"1"
"África";"Angola";"Bahia";"Abril";"0"
"África";"Angola";"Bahia";"Maio";"14"
"África";"Angola";"Bahia";"Junho";"7"
"África";"Angola";"Bahia";"Julho";"4"
"África";"Angola";"Bahia";"Agosto";"4"
"África";"Angola";"Bahia";"Setembro";"7"
"África";"Angola";"Bahia";"Outubro";"2"
"África";"Angola";"Bahia";"Novembro";"0"
"África";"Angola";"Bahia";"Dezembro";"6"
"África";"Angola";"Ceará";"Janeiro";"0"
"África";"Angola";"Ceará";"Fevereiro";"1"
"África";"Angola";"Ceará";"Março";"2"
"África";"Angola";"Ceará";"Abril";"1"
"África";"Angola";"Ceará";"Maio";"4"
"África";"Angola";"Ceará";"Junho";"5"
"África";"Angola";"Ceará";"Julho";"0"
"África";"Angola";"Ceará";"Agosto";"16"
"África";"Angola";"Ceará";"Setembro";"1"
"África";"Angola";"Ceará";"Outubro";"0"
"África";"Angola";"Ceará";"Novembro";"2"
"África";"Angola";"Ceará";"Dezembro";"2"
"África";"Angola";"Distrito Federal";"Janeiro";"4"
"África";"Angola";"Distrito Federal";"Fevereiro";"0"
"África";"Angola";"Distrito Federal";"Março";"3"
"África";"Angola";"Distrito Federal";"Abril";"4"
"África";"Angola";"Distrito Federal";"Maio";"3"
"África";"Angola";"Distrito Federal";"Junho";"4"
"África";"Angola";"Distrito Federal";"Julho";"1"
"África";"Angola";"Distrito Federal";"Agosto";"3"
"África";"Angola";"Distrito Federal";"Setembro";"3"
"África";"Angola";"Distrito Federal";"Outubro";"3"
"África";"Angola";"Distrito Federal";"Novembro";"3"
"África";"Angola";"Distrito Federal";"Dezembro";"0"
"África";"Angola";"Mato Grosso do Sul";"Janeiro";"0"
"África";"Angola";"Mato Grosso do Sul";"Fevereiro";"0"
"África";"Angola";"Mato Grosso do Sul";"Março";"0"
"África";"Angola";"Mato Grosso do Sul";"Abril";"0"
"África";"Angola";"Mato Grosso do Sul";"Maio";"0"
"África";"Angola";"Mato Grosso do Sul";"Junho";"0"
"África";"Angola";"Mato Grosso do Sul";"Julho";"0"
"África";"Angola";"Mato Grosso do Sul";"Agosto";"0"
"África";"Angola";"Mato Grosso do Sul";"Setembro";"0"
"África";"Angola";"Mato Grosso do Sul";"Outubro";"0"
"África";"Angola";"Mato Grosso do Sul";"Novembro";"0"
"África";"Angola";"Mato Grosso do Sul";"Dezembro";"0"
"África";"Angola";"Minas Gerais";"Janeiro";"0"
"África";"Angola";"Minas Gerais";"Fevereiro";"0"
"África";"Angola";"Minas Gerais";"Março";"0"
"África";"Angola";"Minas Gerais";"Abril";"0"
"África";"Angola";"Minas Gerais";"Maio";"0"
"África";"Angola";"Minas Gerais";"Junho";"1"
"África";"Angola";"Minas Gerais";"Julho";"1"
"África";"Angola";"Minas Gerais";"Agosto";"0"
"África";"Angola";"Minas Gerais";"Setembro";"1"
"África";"Angola";"Minas Gerais";"Outubro";"0"
"África";"Angola";"Minas Gerais";"Novembro";"0"
"África";"Angola";"Minas Gerais";"Dezembro";"1"
"África";"Angola";"Pará";"Janeiro";"0"
"África";"Angola";"Pará";"Fevereiro";"0"
"África";"Angola";"Pará";"Março";"0"
"África";"Angola";"Pará";"Abril";"0"
"África";"Angola";"Pará";"Maio";"0"
"África";"Angola";"Pará";"Junho";"0"
"África";"Angola";"Pará";"Julho";"0"
"África";"Angola";"Pará";"Agosto";"0"
"África";"Angola";"Pará";"Setembro";"0"
"África";"Angola";"Pará";"Outubro";"0"
"África";"Angola";"Pará";"Novembro";"0"
"África";"Angola";"Pará";"Dezembro";"0"
"África";"Angola";"Paraná";"Janeiro";"257"
"África";"Angola";"Paraná";"Fevereiro";"196"
"África";"Angola";"Paraná";"Março";"8"
"África";"Angola";"Paraná";"Abril";"0"
"África";"Angola";"Paraná";"Maio";"20"
"África";"Angola";"Paraná";"Junho";"4"
"África";"Angola";"Paraná";"Julho";"427"
"África";"Angola";"Paraná";"Agosto";"40"
"África";"Angola";"Paraná";"Setembro";"0"
"África";"Angola";"Paraná";"Outubro";"9"
"África";"Angola";"Paraná";"Novembro";"6"
"África";"Angola";"Paraná";"Dezembro";"4"
"África";"Angola";"Pernambuco";"Janeiro";"0"
"África";"Angola";"Pernambuco";"Fevereiro";"0"
"África";"Angola";"Pernambuco";"Março";"2"
"África";"Angola";"Pernambuco";"Abril";"0"
"África";"Angola";"Pernambuco";"Maio";"3"
"África";"Angola";"Pernambuco";"Junho";"0"
"África";"Angola";"Pernambuco";"Julho";"0"
"África";"Angola";"Pernambuco";"Agosto";"2"
"África";"Angola";"Pernambuco";"Setembro";"13"
"África";"Angola";"Pernambuco";"Outubro";"0"
"África";"Angola";"Pernambuco";"Novembro";"82"
"África";"Angola";"Pernambuco";"Dezembro";"3"
"África";"Angola";"Rio de Janeiro";"Janeiro";"2.378"
"África";"Angola";"Rio de Janeiro";"Fevereiro";"1.536"
"África";"Angola";"Rio de Janeiro";"Março";"856"
"África";"Angola";"Rio de Janeiro";"Abril";"1.377"
"África";"Angola";"Rio de Janeiro";"Maio";"1.714"
"África";"Angola";"Rio de Janeiro";"Junho";"1.338"
"África";"Angola";"Rio de Janeiro";"Julho";"1.228"
"África";"Angola";"Rio de Janeiro";"Agosto";"1.574"
"África";"Angola";"Rio de Janeiro";"Setembro";"1.488"
"África";"Angola";"Rio de Janeiro";"Outubro";"1.450"
"África";"Angola";"Rio de Janeiro";"Novembro";"1.536"
"África";"Angola";"Rio de Janeiro";"Dezembro";"2.214"
"África";"Angola";"Rio Grande do Norte";"Janeiro";"0"
"África";"Angola";"Rio Grande do Norte";"Fevereiro";"0"
"África";"Angola";"Rio Grande do Norte";"Março";"0"
"África";"Angola";"Rio Grande do Norte";"Abril";"0"
"África";"Angola";"Rio Grande do Norte";"Maio";"0"
"África";"Angola";"Rio Grande do Norte";"Junho";"0"
"África";"Angola";"Rio Grande do Norte";"Julho";"0"
"África";"Angola";"Rio Grande do Norte";"Agosto";"0"
"África";"Angola";"Rio Grande do Norte";"Setembro";"0"
"África";"Angola";"Rio Grande do Norte";"Outubro";"0"
"África";"Angola";"Rio Grande do Norte";"Novembro";"0"
"África";"Angola";"Rio Grande do Norte";"Dezembro";"0"
"África";"Angola";"Rio Grande do Sul";"Janeiro";"1"
"África";"Angola";"Rio Grande do Sul";"Fevereiro";"0"
"África";"Angola";"Rio Grande do Sul";"Março";"2"
"África";"Angola";"Rio Grande do Sul";"Abril";"0"
"África";"Angola";"Rio Grande do Sul";"Maio";"1"
"África";"Angola";"Rio Grande do Sul";"Junho";"1"
"África";"Angola";"Rio Grande do Sul";"Julho";"2"
"África";"Angola";"Rio Grande do Sul";"Agosto";"7"
"África";"Angola";"Rio Grande do Sul";"Setembro";"1"
"África";"Angola";"Rio Grande do Sul";"Outubro";"0"
"África";"Angola";"Rio Grande do Sul";"Novembro";"2"
"África";"Angola";"Rio Grande do Sul";"Dezembro";"1"
"África";"Angola";"Roraima";"Janeiro";"0"
"África";"Angola";"Roraima";"Fevereiro";"0"
"África";"Angola";"Roraima";"Março";"0"
"África";"Angola";"Roraima";"Abril";"0"
"África";"Angola";"Roraima";"Maio";"0"
"África";"Angola";"Roraima";"Junho";"0"
"África";"Angola";"Roraima";"Julho";"2"
"África";"Angola";"Roraima";"Agosto";"3"
"África";"Angola";"Roraima";"Setembro";"0"
"África";"Angola";"Roraima";"Outubro";"0"
"África";"Angola";"Roraima";"Novembro";"0"
"África";"Angola";"Roraima";"Dezembro";"0"
"África";"Angola";"Santa Catarina";"Janeiro";"0"
"África";"Angola";"Santa Catarina";"Fevereiro";"0"
"África";"Angola";"Santa Catarina";"Março";"0"
"África";"Angola";"Santa Catarina";"Abril";"0"
"África";"Angola";"Santa Catarina";"Maio";"0"
"África";"Angola";"Santa Catarina";"Junho";"0"
"África";"Angola";"Santa Catarina";"Julho";"0"
"África";"Angola";"Santa Catarina";"Agosto";"0"
"África";"Angola";"Santa Catarina";"Setembro";"0"
"África";"Angola";"Santa Catarina";"Outubro";"0"
"África";"Angola";"Santa Catarina";"Novembro";"0"
"África";"Angola";"Santa Catarina";"Dezembro";"0"
"África";"Angola";"São Paulo";"Janeiro";"3.178"
"África";"Angola";"São Paulo";"Fevereiro";"1.985"
"África";"Angola";"São Paulo";"Março";"1.350"
"África";"Angola";"São Paulo";"Abril";"1.918"
"África";"Angola";"São Paulo";"Maio";"2.722"
"África";"Angola";"São Paulo";"Junho";"2.172"
"África";"Angola";"São Paulo";"Julho";"2.400"
"África";"Angola";"São Paulo";"Agosto";"2.866"
"África";"Angola";"São Paulo";"Setembro";"2.183"
"África";"Angola";"São Paulo";"Outubro";"2.575"
"África";"Angola";"São Paulo";"Novembro";"2.699"
"África";"Angola";"São Paulo";"Dezembro";"2.703"
"África";"Angola";"Outras Unidades da Federação";"Janeiro";"0"
"África";"Angola";"Outras Unidades da Federação";"Fevereiro";"0"
"África";"Angola";"Outras Unidades da Federação";"Março";"0"
"África";"Angola";"Outras Unidades da Federação";"Abril";"0"
"África";"Angola";"Outras Unidades da Federação";"Maio";"0"
"África";"Angola";"Outras Unidades da Federação";"Junho";"0"
"África";"Angola";"Outras Unidades da Federação";"Julho";"0"
"África";"Angola";"Outras Unidades da Federação";"Agosto";"0"
"África";"Angola";"Outras Unidades da Federação";"Setembro";"0"
"África";"Angola";"Outras Unidades da Federação";"Outubro";"0"
"África";"Angola";"Outras Unidades da Federação";"Novembro";"0"
"África";"Angola";"Outras Unidades da Federação";"Dezembro";"2"
"África";"Cabo Verde";"Acre";"Janeiro";"0"
"África";"Cabo Verde";"Acre";"Fevereiro";"0"
"África";"Cabo Verde";"Acre";"Março";"1"
"África";"Cabo Verde";"Acre";"Abril";"0"
"África";"Cabo Verde";"Acre";"Maio";"0"
"África";"Cabo Verde";"Acre";"Junho";"2"
"África";"Cabo Verde";"Acre";"Julho";"0"
"África";"Cabo Verde";"Acre";"Agosto";"1"
"África";"Cabo Verde";"Acre";"Setembro";"2"
"África";"Cabo Verde";"Acre";"Outubro";"0"
"África";"Cabo Verde";"Acre";"Novembro";"0"
"África";"Cabo Verde";"Acre";"Dezembro";"0"
"África";"Cabo Verde";"Amapá";"Janeiro";"0"
"África";"Cabo Verde";"Amapá";"Fevereiro";"0"
"África";"Cabo Verde";"Amapá";"Março";"0"
"África";"Cabo Verde";"Amapá";"Abril";"0"
"África";"Cabo Verde";"Amapá";"Maio";"0"
"África";"Cabo Verde";"Amapá";"Junho";"0"
"África";"Cabo Verde";"Amapá";"Julho";"0"
"África";"Cabo Verde";"Amapá";"Agosto";"0"
"África";"Cabo Verde";"Amapá";"Setembro";"0"
"África";"Cabo Verde";"Amapá";"Outubro";"0"
"África";"Cabo Verde";"Amapá";"Novembro";"0"
"África";"Cabo Verde";"Amapá";"Dezembro";"0"
"África";"Cabo Verde";"Amazonas";"Janeiro";"0"
"África";"Cabo Verde";"Amazonas";"Fevereiro";"0"
"África";"Cabo Verde";"Amazonas";"Março";"0"
"África";"Cabo Verde";"Amazonas";"Abril";"0"
"África";"Cabo Verde";"Amazonas";"Maio";"0"
"África";"Cabo Verde";"Amazonas";"Junho";"0"
"África";"Cabo Verde";"Amazonas";"Julho";"1"
"África";"Cabo Verde";"Amazonas";"Agosto";"0"
"África";"Cabo Verde";"Amazonas";"Setembro";"0"
"África";"Cabo Verde";"Amazonas";"Outubro";"0"
"África";"Cabo Verde";"Amazonas";"Novembro";"0"
"África";"Cabo Verde";"Amazonas";"Dezembro";"0"
"África";"Cabo Verde";"Bahia";"Janeiro";"0"
"África";"Cabo Verde";"Bahia";"Fevereiro";"0"
"África";"Cabo Verde";"Bahia";"Março";"0"
"África";"Cabo Verde";"Bahia";"Abril";"0"
"África";"Cabo Verde";"Bahia";"Maio";"2"
"África";"Cabo Verde";"Bahia";"Junho";"0"
"África";"Cabo Verde";"Bahia";"Julho";"0"
"África";"Cabo Verde";"Bahia";"Agosto";"4"
"África";"Cabo Verde";"Bahia";"Setembro";"0"
"África";"Cabo Verde";"Bahia";"Outubro";"0"
"África";"Cabo Verde";"Bahia";"Novembro";"4"
"África";"Cabo Verde";"Bahia";"Dezembro";"2"
"África";"Cabo Verde";"Ceará";"Janeiro";"111"
"África";"Cabo Verde";"Ceará";"Fevereiro";"123"
"África";"Cabo Verde";"Ceará";"Março";"238"
"África";"Cabo Verde";"Ceará";"Abril";"138"
"África";"Cabo Verde";"Ceará";"Maio";"182"
"África";"Cabo Verde";"Ceará";"Junho";"100"
"África";"Cabo Verde";"Ceará";"Julho";"183"
"África";"Cabo Verde";"Ceará";"Agosto";"323"
"África";"Cabo Verde";"Ceará";"Setembro";"157"
"África";"Cabo Verde";"Ceará";"Outubro";"224"
"África";"Cabo Verde";"Ceará";"Novembro";"264"
"África";"Cabo Verde";"Ceará";"Dezembro";"262"
"África";"Cabo Verde";"Distrito Federal";"Janeiro";"1"
"África";"Cabo Verde";"Distrito Federal";"Fevereiro";"0"
"África";"Cabo Verde";"Distrito Federal";"Março";"3"
"África";"Cabo Verde";"Distrito Federal";"Abril";"0"
"África";"Cabo Verde";"Distrito Federal";"Maio";"3"
"África";"Cabo Verde";"Distrito Federal";"Junho";"0"
"África";"Cabo Verde";"Distrito Federal";"Julho";"0"
"África";"Cabo Verde";"Distrito Federal";"Agosto";"3"
"África";"Cabo Verde";"Distrito Federal";"Setembro";"3"
"África";"Cabo Verde";"Distrito Federal";"Outubro";"0"
"África";"Cabo Verde";"Distrito Federal";"Novembro";"1"
"África";"Cabo Verde";"Distrito Federal";"Dezembro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"Janeiro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"Fevereiro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"Março";"0"
