"Continente";"País de Residência Permanente";"Unidade da Federação";"Ano";"Mês";"Chegadas"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Abril";"2"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Maio";"2"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Junho";"2"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Julho";"2"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Agosto";"3"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Setembro";"6"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Outubro";"1"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Novembro";"3"
"África";"África do Sul";"Mato Grosso do Sul";"2012";"Dezembro";"8"
"África";"África do Sul";"Minas Gerais";"2012";"Janeiro";"5"
"África";"África do Sul";"Minas Gerais";"2012";"Fevereiro";"0"
"África";"África do Sul";"Minas Gerais";"2012";"Março";"8"
"África";"África do Sul";"Minas Gerais";"2012";"Abril";"6"
"África";"África do Sul";"Minas Gerais";"2012";"Maio";"0"
"África";"África do Sul";"Minas Gerais";"2012";"Junho";"5"
"África";"África do Sul";"Minas Gerais";"2012";"Julho";"5"
"África";"África do Sul";"Minas Gerais";"2012";"Agosto";"17"
"África";"África do Sul";"Minas Gerais";"2012";"Setembro";"5"
"África";"África do Sul";"Minas Gerais";"2012";"Outubro";"6"
"África";"África do Sul";"Minas Gerais";"2012";"Novembro";"0"
"África";"África do Sul";"Minas Gerais";"2012";"Dezembro";"6"
"África";"África do Sul";"Pará";"2012";"Janeiro";"12"
"África";"África do Sul";"Pará";"2012";"Fevereiro";"2"
"África";"África do Sul";"Pará";"2012";"Março";"3"
"África";"África do Sul";"Pará";"2012";"Abril";"0"
"África";"África do Sul";"Pará";"2012";"Maio";"3"
"África";"África do Sul";"Pará";"2012";"Junho";"1"
"África";"África do Sul";"Pará";"2012";"Julho";"0"
"África";"África do Sul";"Pará";"2012";"Agosto";"0"
"África";"África do Sul";"Pará";"2012";"Setembro";"0"
"África";"África do Sul";"Pará";"2012";"Outubro";"0"
"África";"África do Sul";"Pará";"2012";"Novembro";"2"
"África";"África do Sul";"Pará";"2012";"Dezembro";"0"
"África";"África do Sul";"Paraná";"2012";"Janeiro";"160"
"África";"África do Sul";"Paraná";"2012";"Fevereiro";"100"
"África";"África do Sul";"Paraná";"2012";"Março";"91"
"África";"África do Sul";"Paraná";"2012";"Abril";"97"
"África";"África do Sul";"Paraná";"2012";"Maio";"96"
"África";"África do Sul";"Paraná";"2012";"Junho";"60"
"África";"África do Sul";"Paraná";"2012";"Julho";"112"
"África";"África do Sul";"Paraná";"2012";"Agosto";"76"
"África";"África do Sul";"Paraná";"2012";"Setembro";"81"
"África";"África do Sul";"Paraná";"2012";"Outubro";"103"
"África";"África do Sul";"Paraná";"2012";"Novembro";"81"
"África";"África do Sul";"Paraná";"2012";"Dezembro";"104"
"África";"África do Sul";"Pernambuco";"2012";"Janeiro";"0"
"África";"África do Sul";"Pernambuco";"2012";"Fevereiro";"1"
"África";"África do Sul";"Pernambuco";"2012";"Março";"0"
"África";"África do Sul";"Pernambuco";"2012";"Abril";"4"
"África";"África do Sul";"Pernambuco";"2012";"Maio";"0"
"África";"África do Sul";"Pernambuco";"2012";"Junho";"0"
"África";"África do Sul";"Pernambuco";"2012";"Julho";"0"
"África";"África do Sul";"Pernambuco";"2012";"Agosto";"1"
"África";"África do Sul";"Pernambuco";"2012";"Setembro";"1"
"África";"África do Sul";"Pernambuco";"2012";"Outubro";"4"
"África";"África do Sul";"Pernambuco";"2012";"Novembro";"0"
"África";"África do Sul";"Pernambuco";"2012";"Dezembro";"1"
"África";"África do Sul";"Rio de Janeiro";"2012";"Janeiro";"133"
"África";"África do Sul";"Rio de Janeiro";"2012";"Fevereiro";"203"
"África";"África do Sul";"Rio de Janeiro";"2012";"Março";"179"
"África";"África do Sul";"Rio de Janeiro";"2012";"Abril";"208"
"África";"África do Sul";"Rio de Janeiro";"2012";"Maio";"134"
"África";"África do Sul";"Rio de Janeiro";"2012";"Junho";"169"
"África";"África do Sul";"Rio de Janeiro";"2012";"Julho";"177"
"África";"África do Sul";"Rio de Janeiro";"2012";"Agosto";"139"
"África";"África do Sul";"Rio de Janeiro";"2012";"Setembro";"125"
"África";"África do Sul";"Rio de Janeiro";"2012";"Outubro";"147"
"África";"África do Sul";"Rio de Janeiro";"2012";"Novembro";"109"
"África";"África do Sul";"Rio de Janeiro";"2012";"Dezembro";"454"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Janeiro";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Fevereiro";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Março";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Abril";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Maio";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Junho";"1"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Julho";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Agosto";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Setembro";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Outubro";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Novembro";"0"
"África";"África do Sul";"Rio Grande do Norte";"2012";"Dezembro";"4"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Janeiro";"40"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Fevereiro";"37"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Março";"7"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Abril";"6"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Maio";"14"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Junho";"35"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Julho";"31"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Agosto";"24"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Setembro";"24"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Outubro";"17"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Novembro";"42"
"África";"África do Sul";"Rio Grande do Sul";"2012";"Dezembro";"44"
"África";"África do Sul";"Santa Catarina";"2012";"Janeiro";"1"
"África";"África do Sul";"Santa Catarina";"2012";"Fevereiro";"9"
"África";"África do Sul";"Santa Catarina";"2012";"Março";"3"
"África";"África do Sul";"Santa Catarina";"2012";"Abril";"3"
"África";"África do Sul";"Santa Catarina";"2012";"Maio";"7"
"África";"África do Sul";"Santa Catarina";"2012";"Junho";"0"
"África";"África do Sul";"Santa Catarina";"2012";"Julho";"0"
"África";"África do Sul";"Santa Catarina";"2012";"Agosto";"0"
"África";"África do Sul";"Santa Catarina";"2012";"Setembro";"1"
"África";"África do Sul";"Santa Catarina";"2012";"Outubro";"0"
"África";"África do Sul";"Santa Catarina";"2012";"Novembro";"0"
"África";"África do Sul";"Santa Catarina";"2012";"Dezembro";"6"
"África";"África do Sul";"São Paulo";"2012";"Janeiro";"1.122"
"África";"África do Sul";"São Paulo";"2012";"Fevereiro";"954"
"África";"África do Sul";"São Paulo";"2012";"Março";"1.674"
"África";"África do Sul";"São Paulo";"2012";"Abril";"1.596"
"África";"África do Sul";"São Paulo";"2012";"Maio";"1.384"
"África";"África do Sul";"São Paulo";"2012";"Junho";"2.057"
"África";"África do Sul";"São Paulo";"2012";"Julho";"1.485"
"África";"África do Sul";"São Paulo";"2012";"Agosto";"1.780"
"África";"África do Sul";"São Paulo";"2012";"Setembro";"1.960"
"África";"África do Sul";"São Paulo";"2012";"Outubro";"1.452"
"África";"África do Sul";"São Paulo";"2012";"Novembro";"1.571"
"África";"África do Sul";"São Paulo";"2012";"Dezembro";"1.969"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Janeiro";"5"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Fevereiro";"2"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Março";"0"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Abril";"0"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Maio";"0"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Junho";"0"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Julho";"1"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Agosto";"3"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Setembro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Outubro";"0"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Novembro";"3"
"África";"África do Sul";"Outras Unidades da Federação";"2012";"Dezembro";"7"
"África";"Angola";"Amazonas";"2012";"Janeiro";"0"
"África";"Angola";"Amazonas";"2012";"Fevereiro";"0"
"África";"Angola";"Amazonas";"2012";"Março";"0"
"África";"Angola";"Amazonas";"2012";"Abril";"0"
"África";"Angola";"Amazonas";"2012";"Maio";"1"
"África";"Angola";"Amazonas";"2012";"Junho";"0"
"África";"Angola";"Amazonas";"2012";"Julho";"1"
"África";"Angola";"Amazonas";"2012";"Agosto";"0"
"África";"Angola";"Amazonas";"2012";"Setembro";"0"
"África";"Angola";"Amazonas";"2012";"Outubro";"0"
"África";"Angola";"Amazonas";"2012";"Novembro";"0"
"África";"Angola";"Amazonas";"2012";"Dezembro";"0"
"África";"Angola";"Bahia";"2012";"Janeiro";"5"
"África";"Angola";"Bahia";"2012";"Fevereiro";"4"
"África";"Angola";"Bahia";"2012";"Março";"4"
"África";"Angola";"Bahia";"2012";"Abril";"1"
"África";"Angola";"Bahia";"2012";"Maio";"1"
"África";"Angola";"Bahia";"2012";"Junho";"0"
"África";"Angola";"Bahia";"2012";"Julho";"0"
"África";"Angola";"Bahia";"2012";"Agosto";"1"
"África";"Angola";"Bahia";"2012";"Setembro";"4"
"África";"Angola";"Bahia";"2012";"Outubro";"1"
"África";"Angola";"Bahia";"2012";"Novembro";"6"
"África";"Angola";"Bahia";"2012";"Dezembro";"1"
"África";"Angola";"Ceará";"2012";"Janeiro";"0"
"África";"Angola";"Ceará";"2012";"Fevereiro";"2"
"África";"Angola";"Ceará";"2012";"Março";"3"
"África";"Angola";"Ceará";"2012";"Abril";"0"
"África";"Angola";"Ceará";"2012";"Maio";"2"
"África";"Angola";"Ceará";"2012";"Junho";"2"
"África";"Angola";"Ceará";"2012";"Julho";"2"
"África";"Angola";"Ceará";"2012";"Agosto";"3"
"África";"Angola";"Ceará";"2012";"Setembro";"35"
"África";"Angola";"Ceará";"2012";"Outubro";"2"
"África";"Angola";"Ceará";"2012";"Novembro";"0"
"África";"Angola";"Ceará";"2012";"Dezembro";"6"
"África";"Angola";"Distrito Federal";"2012";"Janeiro";"3"
"África";"Angola";"Distrito Federal";"2012";"Fevereiro";"1"
"África";"Angola";"Distrito Federal";"2012";"Março";"24"
"África";"Angola";"Distrito Federal";"2012";"Abril";"4"
"África";"Angola";"Distrito Federal";"2012";"Maio";"1"
"África";"Angola";"Distrito Federal";"2012";"Junho";"3"
"África";"Angola";"Distrito Federal";"2012";"Julho";"3"
"África";"Angola";"Distrito Federal";"2012";"Agosto";"1"
"África";"Angola";"Distrito Federal";"2012";"Setembro";"11"
"África";"Angola";"Distrito Federal";"2012";"Outubro";"2"
"África";"Angola";"Distrito Federal";"2012";"Novembro";"10"
"África";"Angola";"Distrito Federal";"2012";"Dezembro";"2"
"África";"Angola";"Mato Grosso do Sul";"2012";"Janeiro";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Fevereiro";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Março";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Abril";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Maio";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Junho";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Julho";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Agosto";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Setembro";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Outubro";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Novembro";"0"
"África";"Angola";"Mato Grosso do Sul";"2012";"Dezembro";"0"
"África";"Angola";"Minas Gerais";"2012";"Janeiro";"2"
"África";"Angola";"Minas Gerais";"2012";"Fevereiro";"2"
"África";"Angola";"Minas Gerais";"2012";"Março";"2"
"África";"Angola";"Minas Gerais";"2012";"Abril";"5"
"África";"Angola";"Minas Gerais";"2012";"Maio";"2"
"África";"Angola";"Minas Gerais";"2012";"Junho";"0"
"África";"Angola";"Minas Gerais";"2012";"Julho";"2"
"África";"Angola";"Minas Gerais";"2012";"Agosto";"5"
"África";"Angola";"Minas Gerais";"2012";"Setembro";"0"
"África";"Angola";"Minas Gerais";"2012";"Outubro";"2"
"África";"Angola";"Minas Gerais";"2012";"Novembro";"0"
"África";"Angola";"Minas Gerais";"2012";"Dezembro";"6"
"África";"Angola";"Pará";"2012";"Janeiro";"0"
"África";"Angola";"Pará";"2012";"Fevereiro";"0"
"África";"Angola";"Pará";"2012";"Março";"0"
"África";"Angola";"Pará";"2012";"Abril";"0"
"África";"Angola";"Pará";"2012";"Maio";"0"
"África";"Angola";"Pará";"2012";"Junho";"0"
"África";"Angola";"Pará";"2012";"Julho";"0"
"África";"Angola";"Pará";"2012";"Agosto";"0"
"África";"Angola";"Pará";"2012";"Setembro";"0"
"África";"Angola";"Pará";"2012";"Outubro";"0"
"África";"Angola";"Pará";"2012";"Novembro";"8"
"África";"Angola";"Pará";"2012";"Dezembro";"0"
"África";"Angola";"Paraná";"2012";"Janeiro";"14"
"África";"Angola";"Paraná";"2012";"Fevereiro";"9"
"África";"Angola";"Paraná";"2012";"Março";"8"
"África";"Angola";"Paraná";"2012";"Abril";"24"
"África";"Angola";"Paraná";"2012";"Maio";"6"
"África";"Angola";"Paraná";"2012";"Junho";"5"
"África";"Angola";"Paraná";"2012";"Julho";"14"
"África";"Angola";"Paraná";"2012";"Agosto";"13"
"África";"Angola";"Paraná";"2012";"Setembro";"7"
"África";"Angola";"Paraná";"2012";"Outubro";"8"
"África";"Angola";"Paraná";"2012";"Novembro";"8"
"África";"Angola";"Paraná";"2012";"Dezembro";"9"
"África";"Angola";"Pernambuco";"2012";"Janeiro";"0"
"África";"Angola";"Pernambuco";"2012";"Fevereiro";"1"
"África";"Angola";"Pernambuco";"2012";"Março";"8"
"África";"Angola";"Pernambuco";"2012";"Abril";"1"
"África";"Angola";"Pernambuco";"2012";"Maio";"0"
"África";"Angola";"Pernambuco";"2012";"Junho";"1"
"África";"Angola";"Pernambuco";"2012";"Julho";"8"
"África";"Angola";"Pernambuco";"2012";"Agosto";"5"
"África";"Angola";"Pernambuco";"2012";"Setembro";"16"
"África";"Angola";"Pernambuco";"2012";"Outubro";"17"
"África";"Angola";"Pernambuco";"2012";"Novembro";"0"
"África";"Angola";"Pernambuco";"2012";"Dezembro";"13"
"África";"Angola";"Rio de Janeiro";"2012";"Janeiro";"1.636"
"África";"Angola";"Rio de Janeiro";"2012";"Fevereiro";"1.282"
"África";"Angola";"Rio de Janeiro";"2012";"Março";"1.316"
"África";"Angola";"Rio de Janeiro";"2012";"Abril";"1.088"
"África";"Angola";"Rio de Janeiro";"2012";"Maio";"922"
"África";"Angola";"Rio de Janeiro";"2012";"Junho";"721"
"África";"Angola";"Rio de Janeiro";"2012";"Julho";"864"
"África";"Angola";"Rio de Janeiro";"2012";"Agosto";"885"
"África";"Angola";"Rio de Janeiro";"2012";"Setembro";"952"
"África";"Angola";"Rio de Janeiro";"2012";"Outubro";"789"
"África";"Angola";"Rio de Janeiro";"2012";"Novembro";"868"
"África";"Angola";"Rio de Janeiro";"2012";"Dezembro";"1.218"
"África";"Angola";"Rio Grande do Norte";"2012";"Janeiro";"3"
"África";"Angola";"Rio Grande do Norte";"2012";"Fevereiro";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Março";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Abril";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Maio";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Junho";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Julho";"1"
"África";"Angola";"Rio Grande do Norte";"2012";"Agosto";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Setembro";"1"
"África";"Angola";"Rio Grande do Norte";"2012";"Outubro";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Novembro";"0"
"África";"Angola";"Rio Grande do Norte";"2012";"Dezembro";"0"
"África";"Angola";"Rio Grande do Sul";"2012";"Janeiro";"9"
"África";"Angola";"Rio Grande do Sul";"2012";"Fevereiro";"2"
"África";"Angola";"Rio Grande do Sul";"2012";"Março";"1"
"África";"Angola";"Rio Grande do Sul";"2012";"Abril";"1"
"África";"Angola";"Rio Grande do Sul";"2012";"Maio";"0"
"África";"Angola";"Rio Grande do Sul";"2012";"Junho";"0"
"África";"Angola";"Rio Grande do Sul";"2012";"Julho";"0"
"África";"Angola";"Rio Grande do Sul";"2012";"Agosto";"6"
"África";"Angola";"Rio Grande do Sul";"2012";"Setembro";"1"
"África";"Angola";"Rio Grande do Sul";"2012";"Outubro";"0"
"África";"Angola";"Rio Grande do Sul";"2012";"Novembro";"1"
"África";"Angola";"Rio Grande do Sul";"2012";"Dezembro";"2"
"África";"Angola";"Santa Catarina";"2012";"Janeiro";"7"
"África";"Angola";"Santa Catarina";"2012";"Fevereiro";"0"
"África";"Angola";"Santa Catarina";"2012";"Março";"0"
"África";"Angola";"Santa Catarina";"2012";"Abril";"0"
"África";"Angola";"Santa Catarina";"2012";"Maio";"1"
"África";"Angola";"Santa Catarina";"2012";"Junho";"0"
"África";"Angola";"Santa Catarina";"2012";"Julho";"0"
"África";"Angola";"Santa Catarina";"2012";"Agosto";"0"
"África";"Angola";"Santa Catarina";"2012";"Setembro";"0"
"África";"Angola";"Santa Catarina";"2012";"Outubro";"0"
"África";"Angola";"Santa Catarina";"2012";"Novembro";"0"
"África";"Angola";"Santa Catarina";"2012";"Dezembro";"0"
"África";"Angola";"São Paulo";"2012";"Janeiro";"2.797"
"África";"Angola";"São Paulo";"2012";"Fevereiro";"2.094"
"África";"Angola";"São Paulo";"2012";"Março";"2.549"
"África";"Angola";"São Paulo";"2012";"Abril";"1.987"
"África";"Angola";"São Paulo";"2012";"Maio";"2.102"
"África";"Angola";"São Paulo";"2012";"Junho";"1.706"
"África";"Angola";"São Paulo";"2012";"Julho";"1.798"
"África";"Angola";"São Paulo";"2012";"Agosto";"1.836"
"África";"Angola";"São Paulo";"2012";"Setembro";"2.033"
"África";"Angola";"São Paulo";"2012";"Outubro";"2.086"
"África";"Angola";"São Paulo";"2012";"Novembro";"2.217"
"África";"Angola";"São Paulo";"2012";"Dezembro";"1.614"
"África";"Angola";"Outras Unidades da Federação";"2012";"Janeiro";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Fevereiro";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Março";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Abril";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Maio";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Junho";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Julho";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Agosto";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Setembro";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Outubro";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Novembro";"0"
"África";"Angola";"Outras Unidades da Federação";"2012";"Dezembro";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Janeiro";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Fevereiro";"1"
"África";"Cabo Verde";"Amazonas";"2012";"Março";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Abril";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Maio";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Junho";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Julho";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Agosto";"1"
"África";"Cabo Verde";"Amazonas";"2012";"Setembro";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Outubro";"0"
"África";"Cabo Verde";"Amazonas";"2012";"Novembro";"1"
"África";"Cabo Verde";"Amazonas";"2012";"Dezembro";"0"
"África";"Cabo Verde";"Bahia";"2012";"Janeiro";"0"
"África";"Cabo Verde";"Bahia";"2012";"Fevereiro";"0"
"África";"Cabo Verde";"Bahia";"2012";"Março";"0"
"África";"Cabo Verde";"Bahia";"2012";"Abril";"1"
"África";"Cabo Verde";"Bahia";"2012";"Maio";"5"
"África";"Cabo Verde";"Bahia";"2012";"Junho";"1"
"África";"Cabo Verde";"Bahia";"2012";"Julho";"0"
"África";"Cabo Verde";"Bahia";"2012";"Agosto";"1"
"África";"Cabo Verde";"Bahia";"2012";"Setembro";"0"
"África";"Cabo Verde";"Bahia";"2012";"Outubro";"18"
"África";"Cabo Verde";"Bahia";"2012";"Novembro";"0"
"África";"Cabo Verde";"Bahia";"2012";"Dezembro";"0"
"África";"Cabo Verde";"Ceará";"2012";"Janeiro";"146"
"África";"Cabo Verde";"Ceará";"2012";"Fevereiro";"134"
"África";"Cabo Verde";"Ceará";"2012";"Março";"255"
"África";"Cabo Verde";"Ceará";"2012";"Abril";"169"
"África";"Cabo Verde";"Ceará";"2012";"Maio";"180"
"África";"Cabo Verde";"Ceará";"2012";"Junho";"133"
"África";"Cabo Verde";"Ceará";"2012";"Julho";"371"
"África";"Cabo Verde";"Ceará";"2012";"Agosto";"311"
"África";"Cabo Verde";"Ceará";"2012";"Setembro";"211"
"África";"Cabo Verde";"Ceará";"2012";"Outubro";"196"
"África";"Cabo Verde";"Ceará";"2012";"Novembro";"281"
"África";"Cabo Verde";"Ceará";"2012";"Dezembro";"171"
"África";"Cabo Verde";"Distrito Federal";"2012";"Janeiro";"3"
"África";"Cabo Verde";"Distrito Federal";"2012";"Fevereiro";"1"
"África";"Cabo Verde";"Distrito Federal";"2012";"Março";"7"
"África";"Cabo Verde";"Distrito Federal";"2012";"Abril";"4"
"África";"Cabo Verde";"Distrito Federal";"2012";"Maio";"11"
"África";"Cabo Verde";"Distrito Federal";"2012";"Junho";"1"
"África";"Cabo Verde";"Distrito Federal";"2012";"Julho";"1"
"África";"Cabo Verde";"Distrito Federal";"2012";"Agosto";"1"
"África";"Cabo Verde";"Distrito Federal";"2012";"Setembro";"7"
"África";"Cabo Verde";"Distrito Federal";"2012";"Outubro";"7"
"África";"Cabo Verde";"Distrito Federal";"2012";"Novembro";"4"
"África";"Cabo Verde";"Distrito Federal";"2012";"Dezembro";"2"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Janeiro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Fevereiro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Março";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Abril";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Maio";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Junho";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Julho";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Agosto";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Setembro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Outubro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Novembro";"0"
"África";"Cabo Verde";"Mato Grosso do Sul";"2012";"Dezembro";"0"
"África";"Cabo Verde";"Minas Gerais";"2012";"Janeiro";"0"
"África";"Cabo Verde";"Minas Gerais";"2012";"Fevereiro";"0"
"África";"Cabo Verde";"Minas Gerais";"2012";"Março";"5"
"África";"Cabo Verde";"Minas Gerais";"2012";"Abril";"8"
"África";"Cabo Verde";"Minas Gerais";"2012";"Maio";"0"
"África";"Cabo Verde";"Minas Gerais";"2012";"Junho";"6"
"África";"Cabo Verde";"Minas Gerais";"2012";"Julho";"2"
"África";"Cabo Verde";"Minas Gerais";"2012";"Agosto";"0"
"África";"Cabo Verde";"Minas Gerais";"2012";"Setembro";"5"
"África";"Cabo Verde";"Minas Gerais";"2012";"Outubro";"0"
"África";"Cabo Verde";"Minas Gerais";"2012";"Novembro";"0"
